column_name,column_type,column_description,sample_value,ref_key
event_number,NUMBER,,"[13, 5, 6]",
vehicle_event_number,NUMBER,,"[6, 1, 3]",
vehicle_number,NUMBER,,"[6, 2, 4]",
sequence_of_events,NUMBER,,"[54, 12]",
area_of_impact_this_vehicle,NUMBER,,"[19, 13]",
area_of_impact_other_vehicle_name,TEXT,,"[""Top""]",
area_of_impact_other_vehicle,NUMBER,,[13],
area_of_impact_this_vehicle_name,TEXT,,"[""Other Objects Set-In-Motion"", ""Top""]",
state_number,NUMBER,,"[12, 11, 48]",
consecutive_number,NUMBER,,"[120815, 110008, 122511]",
sequence_of_events_name,TEXT,,"[""Motor Vehicle In-Transport Strikes or is Struck by Cargo,\n Persons or Objects Set-in-Motion from/by Another Motor\n Vehicle In-Transport"", ""Motor Vehicle in Transport""]",
vehicle_number_this_vehicle,NUMBER,,"[6, 1]",
vehicle_number_other_vehicle,NUMBER,,"[9, 2, 4]",
