original_column_name,column_name,column_description,data_format,value_description
acct_node,,TEXT. Account reference for network metrics. PK. FK to accounts.,text,
FollowNum,,BIGINT. Number of followers. Example: 32353.,bigint,
FollowgNum,,BIGINT. Number of followees. Example: 53330.,bigint,
FollGrow,,REAL. Follower growth rate. Example: 0.697.,real,
FingGrow,,REAL. Following growth rate. Example: 0.899.,real,
FollRatio,,REAL. Follower-followee ratio. Example: 5.162.,real,
MutConn,,REAL. Mutual connections count. Example: 0.964.,real,
ConnGrowPtn,,"TEXT. Connection growth pattern. Possible values: Bot-like, Burst, Organic, Suspicious.",text,
ConnQual,,REAL. Connection quality score. Example: 0.819.,real,
EngRate,,REAL. Engagement rate. Example: 0.132.,real,
EngAuth,,REAL. Engagement authority score. Example: 0.954.,real,
LikeRt,,REAL. Like rate score. Example: 0.738.,real,
ComRt,,REAL. Comment rate score. **NULL means comment rate not recorded.**. Example: 0.282.,real,
ShareRt,,REAL. Share rate score. Example: 0.696.,real,
IntRecip,,REAL. Interaction reciprocity score. Example: 0.817.,real,
IntDiv,,REAL. Interaction diversity score. Example: 0.681.,real,
TempIntPtn,,"TEXT. Temporary interaction pattern. Possible values: Automated, Natural, Periodic, Random.",text,
