original_column_name,column_name,column_description,data_format,value_description
intkey,,"A BIGSERIAL primary key for each interaction record (e.g., 7001).",bigint,
seshlink2,,A BIGINT FK referencing Sessions(SeshKey).,bigint,
reclink,,A BIGINT FK referencing Recommendations(RecKey).,bigint,
artval,,A BIGINT storing the article ID related to the interaction (non-FK).,bigint,
intts,,"A TIMESTAMP capturing when the interaction occurred (e.g., '2025-04-01 10:15:00').",timestamp without time zone,
evttype,,"An enum (eventtype_enum) describing the event (bookmark, click, scroll, share, view).",USER-DEFINED,
seqval,,"An INT for the event's sequence or position in the session (e.g., 3).",integer,
agentval,,"An enum (useragent_enum) describing the user agent (Desktop, App, Mobile, Tablet).",USER-DEFINED,
clkts,,A TIMESTAMP specifically for when a click event happened (if applicable).,timestamp without time zone,
clkpos,,An enum (clickposition_enum) capturing the click position (1–10).,USER-DEFINED,
clktype,,"An enum (clicktype_enum) describing type of click (Related, Trending, Direct, Recommended).",USER-DEFINED,
clksrc,,"An enum (clicksource_enum) referencing where the click originated (Article, Homepage, Search, External).",USER-DEFINED,
clkctx,,"An enum (clickcontext_enum) capturing context of the click (Headline, Summary, Image, Author).",USER-DEFINED,
inttype,,"An enum (interactiontype_enum) describing the type of user interaction (Scroll, Share, Click, Hover).",USER-DEFINED,
