original_column_name,column_name,column_description,data_format,value_description
rectrace,,"A BIGSERIAL primary key for system performance records (e.g., 501).",bigint,
perfts,,A TIMESTAMP capturing when this system performance record was logged.,timestamp without time zone,
resptime,,"An INT measuring system response time in milliseconds (e.g., 120).",integer,
loadscore,,"A NUMERIC(5,2) rating system load (e.g., 60.00).",numeric,
errcount,,An enum (errorcount_enum) capturing how many errors occurred (0–5).,USER-DEFINED,
warncount,,"An INT counting warnings (e.g., 2).",integer,
perfscore,,"A NUMERIC(5,2) rating system performance (e.g., 80.00).",numeric,
cachestate,,"An enum (cachestatus_enum) describing cache usage (Hit, Expired, Miss).",USER-DEFINED,
apiver,,"An enum (apiversion_enum) for the API version (v3, v2, v1).",USER-DEFINED,
cliver,,"A VARCHAR(50) storing the client version if relevant (e.g., 'web-1.2').",character varying,
featset,,"A TEXT field for feature flags or toggles (e.g., 'newUI, improvedSearch').",text,
devlink,,"A BIGINT referencing Devices(DevKey), linking performance data to a device.",bigint,
seshlink,,"A BIGINT referencing Sessions(SeshKey), linking performance data to a session.",bigint,
