column_name,column_type,column_description,sample_value,ref_key
file_submitter_id,TEXT,Original submitter file id (eg CGHub analysis_id),"[""mirna_swap_dr11_64_MirnaExpression199e1764-5794-46b5-ab0a-6b3701908f5b_profiling"", ""mirna_swap_dr11_83_MirnaExpression3f4a2ea9-9b2f-4397-8e86-8835859f4716_profiling"", ""mirna_swap_dr11_93_MirnaExpression4f803757-9822-48e7-a488-5a2c546262ee_profiling""]",
downstream_analyses__workflow_link,TEXT,"Name of GDC workflow, eg VarScan2 Annotation (if applicable, NULL where no information is available)",[],
file_name,TEXT,Name of file at the GDC,"[""1249114f-4d7a-4312-a043-c9fee58f5ab0.mirbase21.mirnas.quantification.txt"", ""f398cdd2-ccce-4818-a5ea-9048f22a6163.mirbase21.mirnas.quantification.txt"", ""16c8f9d3-3097-49b7-ba97-d41c9d30e5cb.mirbase21.mirnas.quantification.txt""]",
associated_entities__entity_gdc_id,TEXT,GDC entity uuid for associated entity(ies),"[""acd3806c-01a5-45be-8673-f95541f66c62"", ""caa698f6-497c-4e30-a3bc-96d21100fe99"", ""10e30c8f-4103-418e-980b-6f49a3e1987b""]",
file_size,NUMBER,The size of the file measured in bytes,"[50157, 50120, 50153]",
platform,TEXT,"Platform used to generate this data, eg  Illumina  , or  Affymetrix SNP 6.4",[],
index_file_size,NUMBER,"Where available, size of the index file in bytes ",[],
associated_entities__entity_type,TEXT,"Associated entity type, eg   aliquot   or   case  ","[""aliquot""]",
project_disease_type,TEXT,"The type of disease studied by the project; eg. Sarcoma,  Breast Invasive Carcinoma,Acute Lymphoblastic Leukemia, etc","[""Prostate Adenocarcinoma""]",
analysis_workflow_type,TEXT,Workflow name eg   STAR 2-Pass  ,"[""BCGSC miRNA Profiling""]",
file_state,TEXT,File state -- either live or submitted,"[""released""]",
project_dbgap_accession_number,TEXT,"Program dbGaP accession number, eg phs000179",[],
project_short_name,TEXT,"Project name abbreviation; the program name appended with a project name abbreviation; eg. TCGA-OV, etc.","[""TCGA-PRAD""]",
experimental_strategy,TEXT,"Experimental strategy used to generate data (where applicable) e.g. WXS, RNA-Seq","[""miRNA-Seq""]",
data_format,TEXT,"File format of the underlying data, eg BCR XML, BAM","[""TXT""]",
updated_datetime,TEXT,"Timestamp of latest update, eg 2017-03-04T16:37:26.081298-06:00","[""2018-11-30T08:26:29.431138+00:00""]",
