original_column_name,column_name,column_description,data_format,value_description
conservemaintregistry,,A BIGSERIAL primary key uniquely identifying each record of conservation and maintenance.,bigint,
artrefmaintained,,A CHAR(10) NOT NULL foreign key referencing ArtifactsCore(ArtRegistry). Ties this record to the maintained artifact.,character,
hallrefmaintained,,"A CHAR(8) foreign key referencing ExhibitionHalls(HallRegistry), if the conservation applies to a specific hall area.",character,
surfreadrefobserved,,A BIGINT foreign key referencing SurfaceAndPhysicalReadings(SurfPhysRegistry). Links to surface/physical readings used in this maintenance record.,bigint,
conservetreatstatus,,"A VARCHAR(50) describing the status of conservation treatment (possible values: 'In Progress', 'Not Required', 'Scheduled').",character varying,
treatpriority,,"A CHAR(10) indicating the priority of the treatment (possible values: 'High', 'Medium', 'Low', 'Urgent').",character,
lastcleaningdate,,A DATE specifying the last cleaning date of the artifact/hall/showcase.,date,
nextcleaningdue,,A DATE indicating when the next cleaning is scheduled or recommended.,date,
cleanintervaldays,,A SMALLINT capturing the recommended cleaning interval in days.,smallint,
maintlog,,"A TEXT field describing any notes, log details, or issues encountered during maintenance activities (possible values: 'Updated', 'Pending', 'Review').",text,
incidentreportstatus,,"A VARCHAR(50) summarizing the status of any incident reports (possible values: 'Closed', 'Open').",character varying,
emergencydrillstatus,,"A CHAR(15) indicating whether emergency drills are 'Current', 'Overdue', 'Due', etc.",character,
stafftrainstatus,,"A VARCHAR(20) describing staff training status (possible values: 'Current', 'Overdue', 'Due').",character,
budgetallocstatus,,"A VARCHAR(50) describing budget allocation status (possible values: 'Review Required', 'Insufficient', 'Adequate').",character varying,
maintbudgetstatus,,"A CHAR(15) indicating if the current maintenance budget is 'Limited', 'Depleted', 'Available', etc.",character,
conservefreq,,"A VARCHAR(30) describing the frequency of conservation efforts (possible values: 'Rare', 'Occasional', 'Frequent').",USER-DEFINED,
intervhistory,,"A TEXT field detailing the intervention or treatment history (possible values: 'Extensive', 'Minimal', 'Moderate').",text,
prevtreatments,,A SMALLINT counting how many significant treatments have been done previously on this artifact/hall.,smallint,
treateffectiveness,,"A VARCHAR(100) summarizing how effective previous treatments were (possible values: 'Low', 'Medium', 'High').",character varying,
reversibilitypotential,,"A TEXT field describing if and how treatments can be reversed (possible values: 'Medium', 'High', 'Low').",USER-DEFINED,
