original_column_name,column_name,column_description,data_format,value_description
showcasereg,,"CHAR(12) PRIMARY KEY for identifying each showcase (e.g., 'SHOW00000012').",character,
hallref,,CHAR(8) FOREIGN KEY referencing ExhibitionHalls(HallRegistry). Connects the showcase to a particular hall.,character,
airtightness,,"REAL measuring the physical seal quality, often tested as a numeric rating or leakage rate.",real,
showcasematerial,,"VARCHAR(80) describing the material (possible values: 'Tempered Glass', 'Glass', 'Acrylic').",character varying,
sealcondition,,"VARCHAR(30) indicating the seal’s condition (possible values: 'Poor', 'Excellent', 'Good', 'Fair').",character varying,
maintstatus,,"CHAR(15) for the showcase’s maintenance status (possible values: 'Overdue', 'Due', 'Good').",character,
filterstatus,,"TEXT detailing installed filters (possible values: 'Replace Now', 'Replace Soon', 'Clean').",text,
silicagelstatus,,"CHAR(20) noting the condition of silica gel (possible values: 'Active', 'Replace Soon', 'Replace Now').",character,
silicagelchangedate,,DATE of the last silica gel replacement or recharge.,date,
humiditybuffercap,,SMALLINT rating or index of the showcase’s capacity to buffer humidity.,smallint,
pollutantabsorbcap,,"NUMERIC(5,2) for the pollutant absorption capacity (quantity or threshold).",numeric,
leakrate,,"REAL specifying the rate of air leakage, often tested to ensure stable internal conditions.",real,
pressurepa,,BIGINT capturing the internal pressure (in pascals) if pressurization is used.,bigint,
inertgassysstatus,,"VARCHAR(50) describing any inert gas system status (possible values: 'Active', 'Standby', 'Maintenance').",character varying,
firesuppresssys,,"VARCHAR(50) summarizing fire suppression condition (possible values: 'Maintenance', 'Active', 'Standby').",character varying,
empowerstatus,,"CHAR(10) indicating emergency power readiness (possible values: 'Testing', 'Active', 'Standby').",character,
backupsysstatus,,"TEXT describing any backup systems (possible values: 'Ready', 'Maintenance', 'Testing') and their condition.",text,
