original_column_name,column_name,column_description,data_format,value_description
surfphysregistry,,"BIGSERIAL PRIMARY KEY, unique ID for each surface/physical reading record.",bigint,
envreadref,,BIGINT FOREIGN KEY referencing EnvironmentalReadingsCore(EnvReadRegistry). Ties surface data to a general environment reading.,bigint,
vibralvlmms2,,REAL measuring vibration level in mm/s² (millimeters per second squared).,real,
noisedb,,SMALLINT capturing noise level in decibels (dB).,smallint,
dustaccummgm2,,"NUMERIC(5,2) for dust accumulation in milligrams per square meter (mg/m²).",numeric,
microbialcountcfu,,INT counting colony-forming units (CFU) of microbes on surfaces.,integer,
moldriskidx,,"NUMERIC(4,2) representing a calculated mold risk index (e.g., 0–10).",numeric,
pestactivitylvl,,"VARCHAR(50) noting observed pest activity (could be enumerations like 'Medium', 'Low', 'High').",character varying,
pesttrapcount,,SMALLINT indicating how many pests were caught in traps (if applicable).,smallint,
pestspeciesdetected,,"TEXT listing pest species observed or identified (e.g., 'Beetles', 'Booklice', 'Moths', 'Silverfish').",text,
surfaceph,,"NUMERIC(3,1) measuring pH on the artifact’s surface.",numeric,
matmoistcontent,,"NUMERIC(4,2) for the material’s moisture content in percentage (0–100%).",numeric,
saltcrystalrisk,,"CHAR(20) describing risk of salt crystallization (possible values: 'High', 'Low', 'Medium').",character,
metalcorroderate,,"NUMERIC(4,2) capturing corrosion rate for metal surfaces, e.g., mg/cm² per day.",numeric,
organicdegradidx,,"NUMERIC(4,2) measuring potential organic degradation (e.g., 0–10 scale).",numeric,
colorchangedeltae,,REAL indicating color change (Delta E) measurement.,real,
surfacetempc,,"NUMERIC(5,2) temperature of the surface in Celsius.",numeric,
surfacerh,,"NUMERIC(4,1) relative humidity at the surface (percentage).",numeric,
condenserisk,,"VARCHAR(60) describing condensation risk level (possible values: 'Medium', 'High', 'Low').",character varying,
thermalimgstatus,,"CHAR(15) summarizing thermal imaging results (possible values: 'Normal', 'Critical', 'Attention Required').",character,
structstability,,"VARCHAR(50) describing structural stability (possible values: 'Stable', 'Minor Issues', 'Major Issues').",character varying,
crackmonitor,,"TEXT field noting crack monitoring details (possible values: 'Significant Changes', 'Minor Changes', 'No Changes').",text,
deformmm,,"NUMERIC(5,2) measuring any deformation in millimeters.",numeric,
wtchangepct,,"NUMERIC(6,5) capturing weight change in percentage (e.g., 0.00001–99.99999).",numeric,
surfdustcoverage,,SMALLINT representing the percentage of surface area covered by dust (0–100%).,smallint,
o2concentration,,"NUMERIC(4,2) measuring oxygen concentration (e.g., 21.00% for normal air).",numeric,
n2concentration,,"NUMERIC(4,2) measuring nitrogen concentration (often ~78.00% in air).",numeric,
