original_column_name,column_name,column_description,data_format,value_description
usagerecordregistry,,A BIGSERIAL primary key uniquely identifying each usage record.,bigint,
artrefused,,"A CHAR(10) NOT NULL foreign key referencing ArtifactsCore(ArtRegistry), indicating which artifact is being used.",character,
showcaserefused,,A CHAR(12) foreign key referencing Showcases(ShowcaseReg) if a showcase is involved in the usage.,character,
sensdatalink,,A BIGINT foreign key referencing SensitivityData(SensitivityRegistry). Links usage requirements to known sensitivities.,bigint,
displayrotatesched,,"A CHAR(20) describing how often the artifact is rotated (possible values: 'Permanent', 'Resting', 'Active').",character,
displaydurmonths,,A SMALLINT indicating how many months the artifact is displayed in a single rotation.,smallint,
restperiodmonths,,A SMALLINT for how many months the artifact rests between rotations.,smallint,
displayreqs,,"A VARCHAR(120) listing any special display requirements (possible values: 'Special', 'Standard', 'Custom').",character varying,
storagereqs,,"A VARCHAR(60) describing special storage requirements (possible values: 'Standard', 'Custom', 'Special').",character varying,
handlingreqs,,"A VARCHAR(80) specifying guidelines for handling (possible values: 'Custom', 'Special', 'Standard').",character varying,
transportreqs,,"A TEXT field detailing transport requirements (possible values: 'Custom', 'Special', 'Standard').",text,
packingreqs,,"A VARCHAR(90) summarizing packing methods (possible values: 'Custom', 'Special', 'Standard').",character varying,
resaccessfreq,,"A CHAR(10) indicating how often the artifact is accessed for research (possible values: 'Frequent', 'Rare', 'Occasional').",character,
publicdispfreq,,"A CHAR(15) describing how often the artifact goes on public display (possible values: 'Frequent', 'Occasional', 'Rare').",character,
loanfreq,,"A CHAR(12) specifying how frequently the artifact is loaned out (possible values: 'Occasional', 'Frequent', 'Rare').",character,
handlefreq,,"A CHAR(10) indicating how frequently the artifact is handled (possible values: 'Rare', 'Frequent', 'Occasional').",character,
docufreq,,"A VARCHAR(20) describing how often documentation is updated (possible values: 'Frequent', 'Rare', 'Occasional').",character varying,
monitorfreq,,"A VARCHAR(35) for how often the artifact is monitored (possible values: 'Monthly', 'Daily', 'Weekly').",character varying,
assessfreq,,"A CHAR(15) for the frequency of condition assessments (possible values: 'Monthly', 'Quarterly', 'Annually').",character,
maintfreq,,"A CHAR(15) indicating the maintenance schedule (possible values: 'Monthly', 'Weekly', 'Quarterly').",character,
inspectfreq,,"A CHAR(15) describing the routine inspection frequency (possible values: 'Weekly', 'Monthly', 'Daily').",character,
calibfreq,,"A CHAR(15) stating how often instruments are calibrated (possible values: 'Monthly', 'Quarterly', 'Annually').",character,
certstatus,,"A VARCHAR(40) noting any certification status (possible values: 'Expired', 'Current', 'Pending').",character varying,
compliancestatus,,"A VARCHAR(55) summarizing compliance (possible values: 'Non-compliant', 'Partial', 'Compliant').",character varying,
auditstatus,,"A CHAR(10) indicating the result of a related audit (possible values: 'Passed', 'Pending', 'Failed').",USER-DEFINED,
qualityctrlstatus,,"A VARCHAR(70) describing quality control status (possible values: 'Failed', 'Passed', 'Review').",USER-DEFINED,
