column_name,column_type,column_description,sample_value,ref_key
VARIABLE_NAME,TEXT,Human-readable unique name for the variable.,"[""Production workers for pay period including sept 12 | Iron ore mining (NAICS 2012 code: 212210)"", ""Other employees for pay period including march 12 | Land subdivision (NAICS 2017 code: 237210)"", ""Average count of other employees | Fire extinguishers and fire safety equipment merchant wholesalers (NAICS 2017 code: 4239905) | Type of Operation: All establishments | Tax Status: All establishments""]",
CREDIT_CARD_SERVICES_INCOME,TEXT,"Specific source of credit card products or services income category (e.g., from cardholder fees, interest, merchant fees).",[],
MEASURE,TEXT,Quantifiable attribute or subject; description of what is being recorded.,"[""Employment"", ""Sales and revenue"", ""Establishments""]",
VARIABLE,TEXT,"Unique identifier for a variable, joinable to the timeseries table.","[""EMPQ3PW_212210_2012"", ""EMPQ1OC_237210_2017"", ""EMPSMOD_4239905_2017_00_00""]",
NAICS_CODE,TEXT,Industry classification according to North American Industry Classification System.,"[""212210"", ""237210"", ""4239905""]",
FREQUENCY,TEXT,Frequency of aggregations.,"[""Annual""]",
PRODUCT_SERVICES_LINE,TEXT,Related product or service.,[],
TAX_STATUS,TEXT,"Establishment's tax status (e.g., exempt from or subject to federal income tax).","[""All establishments""]",
NAICS_DESCRIPTION,TEXT,Description of Industry classification according to North American Industry Classification System.,"[""Iron ore mining"", ""Land subdivision"", ""Fire extinguishers and fire safety equipment merchant wholesalers""]",
UNIT,TEXT,Unit of measurement for the reported value.,"[""Count""]",
OPERATION_TYPE,TEXT,"Type of operation run by the establishment (e.g., Merchant wholesalers; Manufacturer's sales branches and offices).","[""All establishments""]",
