column_name,column_type,column_description,sample_value,ref_key
SERIES_LEVEL_2,TEXT,"Second characteristic that makes up a variable, specific to a series ID, helpful for comparison across variables within a series (if available).",[],
SERIES_TYPE,TEXT,ACS detailed description for the subject/category of the variable.,"[""Detailed Occupation By Median Earnings In The Past 12 Months (In 2018 Inflation-Adjusted Dollars) For The Full-Time, Year-Round Civilian Employed Male Population 16 Years And Over""]",
SERIES_ID,TEXT,Unique ACS identifier for the subject of the ACS variable.,"[""B24122""]",
SERIES_LEVEL_5,TEXT,"Fifth characteristic that makes up a variable, specific to a series ID, helpful for comparison across variables within a series (if available).",[],
SERIES_LEVEL_4,TEXT,"Fourth characteristic that makes up a variable, specific to a series ID, helpful for comparison across variables within a series (if available).",[],
SERIES_LEVEL_3,TEXT,"Third characteristic that makes up a variable, specific to a series ID, helpful for comparison across variables within a series (if available).",[],
UNIT,TEXT,Unit of measurement for the reported value.,"[""Count""]",
MEASUREMENT_PERIOD,TEXT,Data collection period for the variable (ex. 1YR or 5 YR).,"[""5YR"", ""1YR""]",
SERIES_LEVEL_1,TEXT,"First characteristic that makes up a variable, specific to a series ID, helpful for comparison across variables within a series (if available).","[""Detectives and criminal investigators"", ""Dietetic technicians and ophthalmic medical technicians"", ""Directors, religious activities and education""]",
CENSUS_SUBJECT,TEXT,ACS high-level description for the subject/category of the variable.,"[""Industry, Occupation, and Class of Worker""]",
SERIES_LEVEL_6,TEXT,"Sixth characteristic that makes up a variable, specific to a series ID, helpful for comparison across variables within a series (if available).",[],
VARIABLE_NAME,TEXT,Human-readable name for the variable.,"[""Detailed Occupation By Median Earnings In The Past 12 Months (In 2018 Inflation-Adjusted Dollars) For The Full-Time, Year-Round Civilian Employed Male Population 16 Years And Over: Population | Detectives and criminal investigators, 5yr Margin of Error (2018)"", ""Detailed Occupation By Median Earnings In The Past 12 Months (In 2018 Inflation-Adjusted Dollars) For The Full-Time, Year-Round Civilian Employed Male Population 16 Years And Over: Population | Dietetic technicians and ophthalmic medical technicians, 1yr Margin of Error (2018)"", ""Detailed Occupation By Median Earnings In The Past 12 Months (In 2018 Inflation-Adjusted Dollars) For The Full-Time, Year-Round Civilian Employed Male Population 16 Years And Over: Population | Dietetic technicians and ophthalmic medical technicians, 5yr Margin of Error (2018)""]",
MEASURE,TEXT,Quantifiable attribute; description of what is being recorded.,"[""Population""]",
FREQUENCY,TEXT,Frequency of aggregations.,"[""Annual""]",
RACE,TEXT,Associated race with the population variable.,[],
MEASUREMENT_TYPE,TEXT,"Measurement classification of the variable (ex. estimate, margin of error).","[""Margin of Error"", ""Estimate""]",
VARIABLE,TEXT,"Unique identifier for a variable, joinable to the timeseries table.","[""B24122_267M_5YR_2018"", ""B24122_238M_1YR_2018"", ""B24122_238M_5YR_2018""]",
