column_name,column_type,column_description,sample_value,ref_key
FLIGHT_TYPE_ID,TEXT,"A unique hash for the combination of the origin and destination airports, aircraft carriers, and aircrafts. Primary key reflecting the flight pattern.","[""28ad3b116a705f65fd2a9df6bec3f49f"", ""cf4b7309ce4884368d51a7e51942e1b9"", ""f367e322ca9c2659c07cc794f71f1d91""]",
AIRCRAFT_ID,TEXT,"ID for the aircraft type, a distinctive model as designated by the manufacturer.","[""3501"", ""67761"", ""3161""]",
DESTINATION_AIRPORT_ID,TEXT,"ID for the destination airport that is part of the flight route being measured, combination of the DOT unique code and official 3 letter OAG code issued for that airport.","[""10360BET"", ""30977ORD"", ""31057CLT""]",
UNIT,TEXT,Unit of measurement for the reported value.,"[""Minutes"", ""Pounds"", ""Count""]",
VALUE,FLOAT,Value reported for the variable.,"[56.0, 129.0, 17600.0]",
DATE,DATE,Date associated with the value.,"[""2010-08-31"", ""2022-08-31"", ""2018-12-31""]",
SERVICE_CLASS,TEXT,"Type of service provided by the airline on a specific flight, breaking out scheduled from non-scheduled service and the type of service.","[""Non-Scheduled Civilian Passenger Service"", ""Scheduled Passenger/Cargo Service""]",
VARIABLE_NAME,TEXT,Human-readable unique name for the variable.,"[""Ramp to Ramp Time"", ""Available Payload"", ""Departures Performed""]",
ORIGIN_AIRPORT_ID,TEXT,"ID for the origin airport that is part of the flight route being measured, combination of the DOT unique code and official 3 letter OAG code issued for that airport.","[""90530OOK"", ""33342MKE"", ""30781BTR""]",
VARIABLE,TEXT,"Unique identifier for a variable, joinable to the timeseries table.","[""RAMP_IN_MINUTES"", ""AVAILABLE_CAPACITY_PAYLOAD_POUNDS"", ""DEPARTURES_PERFORMED""]",
AIRCRAFT_CARRIER_ID,TEXT,ID for the aircraft carrier.,"[""06964_12"", ""06820_32"", ""07028_22""]",
