column_name,column_type,column_description,sample_value,ref_key
cancel_public_events,NUMBER,,[],
area_rural_sq_km,TEXT,,[],
cumulative_hospitalized_patients_female,NUMBER,,[],
age_bin_9,TEXT,,[],
search_trends_paresthesia,FLOAT,,"[1.91, 2.38]",
openstreetmap_id,NUMBER,,"[207036, 9396951]",
population_age_70_79,NUMBER,,"[426, 1429]",
mobility_parks,TEXT,,[],
search_trends_stroke,FLOAT,,"[1.91, 2.76, 4.07]",
diabetes_prevalence,FLOAT,,[],
cumulative_hospitalized_patients_age_3,NUMBER,,[],
search_trends_myocardial_infarction,FLOAT,,"[1.91, 2.59, 2.48]",
new_persons_fully_vaccinated_janssen,NUMBER,,[],
new_confirmed_female,NUMBER,,[],
wikidata_id,TEXT,,"[""Q177678"", ""Q501785""]",
search_trends_hypoxemia,FLOAT,,[],
search_trends_cataract,FLOAT,,[],
age_bin_4,TEXT,,[],
search_trends_scar,FLOAT,,"[2.04, 2.54, 3.18]",
search_trends_subdural_hematoma,FLOAT,,[],
new_intensive_care_patients_age_9,NUMBER,,[],
search_trends_angular_cheilitis,FLOAT,,[],
workplace_closing,NUMBER,,[],
new_deceased_age_9,NUMBER,,[],
search_trends_swollen_feet,FLOAT,,[],
population,NUMBER,,"[5467, 23435]",
public_information_campaigns,NUMBER,,[],
age_bin_0,TEXT,,[],
search_trends_allergic_conjunctivitis,FLOAT,,[],
age_bin_8,TEXT,,[],
new_intensive_care_patients_age_4,NUMBER,,[],
search_trends_hypersomnia,FLOAT,,[],
cumulative_tested_age_3,NUMBER,,[],
search_trends_fatigue,FLOAT,,"[4.96, 4.43, 5.46]",
physicians_per_1000,FLOAT,,[],
hospital_beds_per_1000,FLOAT,,[],
search_trends_manic_disorder,FLOAT,,[],
cumulative_confirmed_age_6,NUMBER,,[],
cumulative_deceased_age_5,NUMBER,,[],
new_recovered,NUMBER,,[],
search_trends_type_2_diabetes,FLOAT,,"[4.58, 5.6, 3.48]",
search_trends_coma,FLOAT,,[],
search_trends_colitis,FLOAT,,[],
search_trends_burning_mouth_syndrome,FLOAT,,[],
search_trends_braxton_hicks_contractions,FLOAT,,[],
cumulative_deceased_age_3,NUMBER,,[],
cumulative_deceased_age_1,NUMBER,,[],
search_trends_tenderness,FLOAT,,[],
search_trends_wart,FLOAT,,[],
search_trends_boil,FLOAT,,[],
search_trends_rhinitis,FLOAT,,[],
new_persons_fully_vaccinated_pfizer,NUMBER,,[],
cumulative_intensive_care_patients_age_1,NUMBER,,[],
search_trends_cataplexy,FLOAT,,[],
place_id,TEXT,,"[""ChIJVZD4VRbesYkR07ECXNoFp6c"", ""ChIJzZFLOZZOtokRQIZEhecmIwc""]",
cumulative_vaccine_doses_administered,NUMBER,,[],
search_trends_granuloma,FLOAT,,[],
search_trends_astigmatism,FLOAT,,[],
search_trends_chills,FLOAT,,[],
search_trends_bells_palsy,FLOAT,,[],
search_trends_stuttering,FLOAT,,[],
new_intensive_care_patients_age_6,NUMBER,,[],
search_trends_bruxism,FLOAT,,[],
search_trends_osteoporosis,FLOAT,,[],
new_intensive_care_patients_female,NUMBER,,[],
search_trends_cluster_headache,FLOAT,,[],
search_trends_heart_arrhythmia,FLOAT,,"[2.52, 1.89]",
datacommons_id,TEXT,,"[""geoId/51595"", ""geoId/51600""]",
cumulative_tested_age_8,NUMBER,,[],
search_trends_delayed_onset_muscle_soreness,FLOAT,,[],
search_trends_prediabetes,FLOAT,,[],
cumulative_recovered_age_0,NUMBER,,[],
search_trends_shortness_of_breath,FLOAT,,[],
search_trends_desquamation,FLOAT,,[],
search_trends_attention_deficit_hyperactivity_disorder,FLOAT,,"[4.83, 4.87, 5.76]",
search_trends_eye_pain,FLOAT,,[],
search_trends_hyperglycemia,FLOAT,,[],
search_trends_hypogonadism,FLOAT,,[],
search_trends_implantation_bleeding,FLOAT,,[],
search_trends_otitis_media,FLOAT,,[],
search_trends_dysautonomia,FLOAT,,[],
search_trends_syncope,FLOAT,,[],
search_trends_acne,FLOAT,,"[10.18, 7.08, 8.54]",
search_trends_water_retention,FLOAT,,[],
search_trends_indigestion,FLOAT,,[],
locality_name,TEXT,,[],
restrictions_on_gatherings,NUMBER,,[],
search_trends_hypertriglyceridemia,FLOAT,,[],
search_trends_otitis,FLOAT,,[],
search_trends_swelling,FLOAT,,"[3.82, 6.42, 4.37]",
cumulative_recovered_age_8,NUMBER,,[],
search_trends_gastroesophageal_reflux_disease,FLOAT,,"[4.2, 2.69, 2.68]",
search_trends_constipation,FLOAT,,"[3.18, 2.39, 4.17]",
new_vaccine_doses_administered_janssen,NUMBER,,[],
search_trends_palpitations,FLOAT,,[],
search_trends_facial_swelling,FLOAT,,[],
search_trends_nosebleed,FLOAT,,[],
age_bin_7,TEXT,,[],
cumulative_deceased_male,NUMBER,,[],
search_trends_ear_pain,FLOAT,,[],
search_trends_rumination,FLOAT,,[],
new_intensive_care_patients_age_2,NUMBER,,[],
new_deceased_male,NUMBER,,[],
longitude,FLOAT,,"[-77.53809, -77.304377]",
cumulative_confirmed_female,NUMBER,,[],
search_trends_breakthrough_bleeding,FLOAT,,[],
search_trends_hepatotoxicity,FLOAT,,[],
age_bin_3,TEXT,,[],
search_trends_underweight,FLOAT,,[],
new_ventilator_patients,NUMBER,,[],
search_trends_anosmia,FLOAT,,[],
search_trends_apnea,FLOAT,,[],
search_trends_cheilitis,FLOAT,,[],
search_trends_nasal_polyp,FLOAT,,[],
search_trends_confusion,FLOAT,,[],
search_trends_low_grade_fever,FLOAT,,[],
search_trends_hepatic_encephalopathy,FLOAT,,[],
cumulative_hospitalized_patients_male,NUMBER,,[],
investment_in_vaccines,NUMBER,,[],
search_trends_fibrocystic_breast_changes,FLOAT,,[],
search_trends_asthma,FLOAT,,"[1.91, 1.84, 3.08]",
search_trends_facial_nerve_paralysis,FLOAT,,[],
search_trends_skin_tag,FLOAT,,[],
new_tested_age_6,NUMBER,,[],
search_trends_dysmenorrhea,FLOAT,,[],
population_male,NUMBER,,"[2489, 11542]",
search_trends_hiccup,FLOAT,,[],
search_trends_kidney_failure,FLOAT,,[],
search_trends_dysgeusia,FLOAT,,[],
search_trends_burning_chest_pain,FLOAT,,[],
search_trends_epiphora,FLOAT,,[],
cumulative_recovered_age_9,NUMBER,,[],
search_trends_knee_pain,FLOAT,,[],
search_trends_neutropenia,FLOAT,,[],
cumulative_tested_female,NUMBER,,[],
cumulative_deceased_age_2,NUMBER,,[],
new_confirmed_age_2,NUMBER,,[],
search_trends_autoimmune_disease,FLOAT,,"[2.16, 1.8, 1.59]",
search_trends_heart_murmur,FLOAT,,[],
search_trends_testicular_pain,FLOAT,,[],
nurses_per_1000,FLOAT,,[],
search_trends_food_intolerance,FLOAT,,[],
new_deceased_age_6,NUMBER,,[],
out_of_pocket_health_expenditure_usd,FLOAT,,[],
cumulative_vaccine_doses_administered_pfizer,NUMBER,,[],
search_trends_food_craving,FLOAT,,[],
search_trends_encephalitis,FLOAT,,[],
search_trends_erythema_chronicum_migrans,FLOAT,,[],
search_trends_sexual_dysfunction,FLOAT,,[],
search_trends_biliary_colic,FLOAT,,[],
search_trends_male_infertility,FLOAT,,[],
search_trends_low_back_pain,FLOAT,,"[2.42, 2.7, 5.86]",
search_trends_fibrillation,FLOAT,,[],
search_trends_diarrhea,FLOAT,,"[4.33, 2.48, 3.38]",
search_trends_crepitus,FLOAT,,[],
facial_coverings,NUMBER,,[],
search_trends_nocturnal_enuresis,FLOAT,,[],
search_trends_conjunctivitis,FLOAT,,[],
search_trends_blurred_vision,FLOAT,,[],
age_bin_6,TEXT,,[],
cumulative_persons_vaccinated,NUMBER,,[],
new_vaccine_doses_administered,NUMBER,,[],
search_trends_pulmonary_edema,FLOAT,,[],
search_trends_swollen_lymph_nodes,FLOAT,,[],
search_trends_bunion,FLOAT,,[],
search_trends_self_harm,FLOAT,,[],
