column_name,column_type,column_description,sample_value,ref_key
longitude,FLOAT,WGS84,[],
tree_id,NUMBER,Unique ID for Tree,"[45997, 48142, 48199]",
species,TEXT,Species of tree,"[""Tree(s) ::""]",
site_info,TEXT,Description of location of tree,"[""Sidewalk: Curb side : Cutout""]",
care_assistant,TEXT,Agency or person that is secondary caregiver to tree,[],
y_coordinate,FLOAT,CA State Plane III,[],
plant_date,NUMBER,Date tree was planted,"[1007640000000000, 1026907200000000]",
location,TEXT,Location formatted for mapping,[],
permit_notes,TEXT,Tree permit number reference,"[""Permit Number 44451"", ""Permit Number 45761""]",
dbh,TEXT,depth height,[],
latitude,FLOAT,WGS84,[],
address,TEXT,Address of Tree,[],
care_taker,TEXT,Agency or person that is primary caregiver to tree. Owner of Tree,"[""Private""]",
site_order,NUMBER,Order of tree at address where multiple trees are at same address. Trees are ordered in ascending address order,"[115, 252, 58]",
legal_status,TEXT,Legal staus: Permitted or DPW maintained,"[""Permitted Site""]",
plant_type,TEXT,Landscaping or Tree,"[""Tree""]",
x_coordinate,FLOAT,CA State Plane III,[],
plot_size,TEXT,dimension of tree plot,[],
