column_name,column_type,column_description,sample_value,ref_key
primary_site,TEXT,Anatomical site of the cancer under investigation or review,"[""Bronchus and lung""]",
end_pos,NUMBER,1-based end chromosome position of isoform,"[76656712, 67895737, 74416379]",
start_pos,NUMBER,1-based start chromosome position of isoform,"[76654169, 67895631, 74398825]",
Ensembl_gene_id_v,TEXT,"The Ensembl gene ID from the underlying file, including the version suffix -- eg. ENSG00000235943.1","[""ENSG00000254810.1"", ""ENSG00000206587.1"", ""ENSG00000255440.2""]",
case_gdc_id,TEXT,Unique GDC identifier for this case (corresponds to the case_barcode).  Can be used to access more information from the GDC data portal like this:   https://portal.gdc.cancer.gov/files/c21b332c-06c6-4403-9032-f91c8f407ba10,"[""595dbf48-2238-41fc-9c78-d1b483560b01""]",
aliquot_gdc_id,TEXT,"Unique GDC identifier for this aliquot (corresponds to the aliquot_barcode), eg 7fbfdb3e-1fd2-4206-8d2e-7f68e4a15844  --  this can be used to access more information from the GDC data portal","[""8feea2f2-9e23-41cf-81c1-e7226f4908b9""]",
min_copy_number,NUMBER,The lowest copy number for overlapped segment (copy number variant only).,[2],
case_barcode,TEXT,"Original case barcode, eg TCGA-DX-A8BN","[""C3N-03424""]",
aliquot_barcode,TEXT,"TCGA aliquot barcode, eg TCGA-12-1089-01A-01D-0517-02","[""CPT0245780006""]",
Ensembl_gene_id,TEXT,"The Ensembl gene ID from the underlying file, but stripped of the version suffix -- eg. ENSG00000185028","[""ENSG00000254810"", ""ENSG00000206587"", ""ENSG00000255440""]",
sample_gdc_id,TEXT,"Unique GDC identifier for this sample (corresponds to the sample_barcode), eg a1ec9279-c1a6-4e58-97ed-9ec1f36187c5  --  this can be used to access more information from the GDC data portal","[""db573832-f864-431c-923e-6d14d7792a69""]",
project_short_name,TEXT,"Project name abbreviation; the program name appended with a project name abbreviation; eg. TCGA-OV, etc.","[""CPTAC-3""]",
sample_barcode,TEXT,"TCGA sample barcode, eg TCGA-12-1089-01A. One sample may have multiple sets of CN segmentations corresponding to multiple aliquots; use GROUP BY appropriately in queries","[""C3N-03424-03""]",
file_gdc_id,TEXT,Unique GDC identifier for this file (corresponds to the file_barcode)  --  this can be used to access more information from the GDC data portal like this: https://portal.gdc.cancer.gov/files/c21b332c-06c6-4403-9032-f91c8f407ba17,"[""ea355f76-8b03-4e7c-861e-acc230dc0b58""]",
max_copy_number,NUMBER,The highest copy number for overlapped segment (copy number variant only).,[2],
copy_number,NUMBER,"The weighted median of the strand copy numbers. Gene-level copy number data is generated by intersection of copy number segment and gene ranges. It is possible for one gene to overlap with multiple segments, and in this case, copy_number, min_copy_number and max_copy_number could take different values. In particular, the copy_number value is calculated as the median, weighted on length of overlapped bases, of segment copy numbers from all overlapped segments.",[2],
gene_type,TEXT,"The type of genetic element the reads mapped to, eg. protein_coding, ribozyme","[""lncRNA"", ""snRNA"", ""TEC""]",
chromosome,TEXT,"Chromosome, possible values: chr1-22, and chrX","[""chr11""]",
gene_name,TEXT,"Gene name eg. TTN, DDR1","[""AP001189.3"", ""RNU6-46P"", ""AP001085.1""]",
