column_name,column_type,column_description,sample_value,ref_key
proteins,TEXT,,"[""XP_003960700.2;XP_005276560.1;XP_005276561.1;XP_011506879.1"", ""XP_016855093.1;XP_016855094.1;XP_016855095.1;XP_016855096.1;XP_016855097.1""]",
aliquot_submitter_id,TEXT,,"[""5b5c81b1-4e73-48d3-9469-108edd_D2"", ""627e6e36-3dca-4ee5-9755-6f3510_D5"", ""347e379b-77c0-4dd3-aa25-18c9d1_D5""]",
sample_id,TEXT,,"[""d8f0cedb-641a-11e8-bcf1-0a2705229b82"", ""526b2b50-0881-11eb-bc0e-0aad30af8a83"", ""526ac672-0881-11eb-bc0e-0aad30af8a83""]",
authority,TEXT,,[],
gene_symbol,TEXT,,"[""LOC101060405"", ""LOC105369247""]",
aliquot_run_metadata_id,TEXT,,"[""37ec8fc1-5737-11e8-b664-00a098d917f8"", ""4116fd42-5737-11e8-b664-00a098d917f8"", ""36af26d0-e26b-11e8-907f-0a2705229b82""]",
NCBI_gene_id,TEXT,,"[""101060405"", ""105369247""]",
gene_id,TEXT,,"[""5c920b69-b818-11e8-907f-0a2705229b82"", ""f8f1c401-b814-11e8-907f-0a2705229b82""]",
gene_description,TEXT,,"[""putative RRN3-like protein RRN3P1"", ""leukosialin""]",
uniprotkb_id,TEXT,,[],
uniprotkb_ids,TEXT,,[],
locus,TEXT,,"[""-""]",
chromosome,TEXT,,"[""16""]",
organism,TEXT,,"[""Homo sapiens""]",
aliquot_id,TEXT,,"[""b015955b-6424-11e8-bcf1-0a2705229b82"", ""d0a23627-6424-11e8-bcf1-0a2705229b82"", ""e393e6d3-6423-11e8-bcf1-0a2705229b82""]",
case_id,TEXT,,"[""c0597d45-63d5-11e8-bcf1-0a2705229b82"", ""526a91cb-0881-11eb-bc0e-0aad30af8a83"", ""526a42f3-0881-11eb-bc0e-0aad30af8a83""]",
study_name,TEXT,,"[""Prospective Ovarian PNNL Proteome Qeplus""]",
assays,TEXT,,[],
protein_abundance_log2ratio,FLOAT,,"[0.457, 2.1469, -0.2471]",
authority_gene_id,TEXT,,[],
