column_name,column_type,column_description,sample_value,ref_key
gene_symbol,TEXT,,"[""LOC105369247""]",
aliquot_id,TEXT,,"[""c94e0407-6429-11e8-bcf1-0a2705229b82"", ""c1249dcc-6429-11e8-bcf1-0a2705229b82"", ""5d826799-6429-11e8-bcf1-0a2705229b82""]",
gene_description,TEXT,,"[""leukosialin""]",
aliquot_run_metadata_id,TEXT,,"[""3304fac2-e26a-11e8-907f-0a2705229b82"", ""527455dc-e26a-11e8-907f-0a2705229b82"", ""7609ae23-5736-11e8-b664-00a098d917f8""]",
uniprotkb_ids,TEXT,,[],
study_name,TEXT,,"[""Prospective Colon PNNL Proteome Qeplus""]",
proteins,TEXT,,"[""XP_016855093.1;XP_016855094.1;XP_016855095.1;XP_016855096.1;XP_016855097.1""]",
NCBI_gene_id,TEXT,,"[""105369247""]",
chromosome,TEXT,,"[""16""]",
authority,TEXT,,[],
aliquot_submitter_id,TEXT,,"[""573048dd-2502-40e0-8e8c-c41bb8_D3"", ""4cdeecb5-19fb-493c-91f5-eb0efc_D3"", ""e1cd3d70-132b-452f-ba10-026721_D2""]",
gene_id,TEXT,,"[""f8f1c401-b814-11e8-907f-0a2705229b82""]",
uniprotkb_id,TEXT,,[],
assays,TEXT,,[],
protein_abundance_log2ratio,FLOAT,,"[0.4792, 0.1759, -1.1223]",
authority_gene_id,TEXT,,[],
case_id,TEXT,,"[""964ccbbb-63d5-11e8-bcf1-0a2705229b82"", ""99502308-63d6-11e8-bcf1-0a2705229b82"", ""2a0e6d9d-63d7-11e8-bcf1-0a2705229b82""]",
sample_id,TEXT,,"[""795f30a1-641a-11e8-bcf1-0a2705229b82"", ""9a2206b9-641c-11e8-bcf1-0a2705229b82"", ""d8464f46-6420-11e8-bcf1-0a2705229b82""]",
organism,TEXT,,"[""Homo sapiens""]",
locus,TEXT,,"[""-""]",
