column_name,column_type,column_description,sample_value,ref_key
aliquot_id,TEXT,,"[""cc445b9a-5a06-48cc-854e-7a7611bf7b22"", ""ea5abf22-d218-4649-97f5-a3c3f1b04f55"", ""fec008bb-300a-44ab-b362-f8c50b753307""]",
uniprotkb_id,TEXT,,"[""P00403""]",
uniprotkb_ids,TEXT,,"[""P00403""]",
gene_id,TEXT,,"[""f7b24ee5-b814-11e8-907f-0a2705229b82""]",
authority_gene_id,TEXT,,"[""7421""]",
organism,TEXT,,"[""Homo sapiens""]",
case_id,TEXT,,"[""e4796a23-6e79-4159-8547-d7fbe13098c9"", ""71f6efc4-5999-49d0-8d8b-88feddda3642"", ""c1aad942-4fd5-47cb-bda0-f1c89b428e37""]",
sample_id,TEXT,,"[""dddc3c0f-af7c-453b-9929-fe6896297df1"", ""6fd2a554-1a0d-4c37-839d-4d17b923a054"", ""54b1a2ad-b19f-40ea-aca6-2cc1d68658fd""]",
gene_description,TEXT,,"[""cytochrome c oxidase subunit II""]",
aliquot_submitter_id,TEXT,,"[""15-00756-1"", ""17-00676-1"", ""17-00638-1""]",
locus,TEXT,,"[""-""]",
study_name,TEXT,,"[""AML Ex Vivo Drug Response - Combination Treatment - Proteome""]",
chromosome,TEXT,,"[""MT""]",
authority,TEXT,,"[""HGNC""]",
assays,TEXT,,[],
protein_abundance_log2ratio,FLOAT,,"[0.5025, -0.4266, 0.3314]",
NCBI_gene_id,TEXT,,"[""4513""]",
gene_symbol,TEXT,,"[""COX2""]",
proteins,TEXT,,"[""P00403;YP_003024029.1""]",
aliquot_run_metadata_id,TEXT,,"[""980ca58c-8740-4e2d-81fa-c2c73734b4e1"", ""ebd94142-a3a6-4e91-abb9-810943bdefd3"", ""a820385d-47ed-443b-a84c-81e6dfe2f41d""]",
