column_name,column_type,column_description,sample_value,ref_key
observation_count,NUMBER,The number of observations (samples) taken during the year.,"[5139, 8530, 8251]",
num_obs_below_mdl,NUMBER,The number of samples reported during the year that were below the method detection limit (MDL) for the monitoring instrument. Sometimes these values are replaced by 1/2 the MDL in summary calculations.,[0],
fifty_percentile,FLOAT,"The value from this monitor for which 50 per cent of the rest of the measured values for the year are equal to or less than (i.e., the median).","[0.042, 0.044, 0.038]",
first_no_max_datetime,NUMBER,The date and time (on a 24-hour clock) when the first maximum non overlapping value for the year (the previous field) was taken.,[],
state_name,TEXT,The name of the state where the monitoring site is located.,"[""New York""]",
first_max_non_overlapping_value,FLOAT,"For 8-hour CO averages, the highest value of the year.",[],
parameter_name,TEXT,The name or description assigned in AQS to the parameter measured by the monitor. Parameters may be pollutants or non-pollutants.,"[""Ozone""]",
address,TEXT,The approximate street address of the monitoring site.,"[""820 COUNTY ROUTE 8"", ""NYSDEC FIELD HQTRS Mt Ninham"", ""Queens College   65-30 Kissena Blvd  Parking Lot#6""]",
valid_day_count,NUMBER,"The number of days during the year where the daily monitoring criteria were met, if the calculation of the summaries is based on valid days.","[211, 207, 192]",
first_max_value,FLOAT,The highest value for the year.,"[0.083, 0.089, 0.087]",
ten_percentile,FLOAT,The value from this monitor for which 10 per cent of the rest of the measured values for the year are equal to or less than.,"[0.028, 0.036]",
longitude,FLOAT,The monitoring site’s angular distance east of the prime meridian measured in decimal degrees.,"[-76.46324, -73.70977, -73.82153]",
null_data_count,NUMBER,The count of scheduled samples when no data was collected and the reason for no data was reported.,[0],
latitude,FLOAT,The monitoring site’s angular distance north of the equator measured in decimal degrees.,"[43.28428, 41.45589, 40.73614]",
ninety_five_percentile,FLOAT,The value from this monitor for which 95 per cent of the rest of the measured values for the year are equal to or less than.,"[0.072, 0.077, 0.07]",
date_of_last_change,DATE,The date the last time any numeric values in this record were updated in the AQS data system.,"[""2021-12-19""]",
fourth_max_value,FLOAT,The fourth highest value for the year.,"[0.078, 0.085, 0.075]",
arithmetic_standard_dev,FLOAT,The standard deviation about the mean of the values for the year.,"[0.014317, 0.015304, 0.015435]",
second_max_non_overlapping_value,FLOAT,"For 8-hour CO averages, the second highest value of the year that does not share any hours with the 8-hour period of the first max non overlapping value.",[],
first_max_datetime,NUMBER,The date and time (on a 24-hour clock) when the highest value for the year (the previous field) was taken.,"[1180094400000000, 1182765600000000, 1183978800000000]",
second_max_datetime,NUMBER,The date and time (on a 24-hour clock) when the second highest value for the year (the previous field) was taken.,"[1180004400000000, 1183975200000000, 1183888800000000]",
datum,TEXT,The Datum associated with the Latitude and Longitude measures.,"[""WGS84""]",
poc,NUMBER,This is the 'Parameter Occurrence Code' used to distinguish different instruments that measure the same parameter at the same site.,[1],
units_of_measure,TEXT,The unit of measure for the parameter. QAD always returns data in the standard units for the parameter. Submitters are allowed to report data in any unit and EPA converts to a standard unit so that we may use the data in calculations.,"[""Parts per million""]",
site_num,TEXT,A unique number within the county identifying the site.,"[""0003"", ""0005"", ""0124""]",
seventy_five_percentile,FLOAT,The value from this monitor for which 75 per cent of the rest of the measured values for the year are equal to or less than.,"[0.052, 0.056, 0.047]",
event_type,TEXT,"Indicates whether data measured during exceptional events are included in the summary. A wildfire is an example of an exceptional event; it is something that affects air quality, but the local agency has no control over. No Events means no events occurred. Events Included means events occurred and the data from them is included in the summary. Events Excluded means that events occurred but data form them is excluded from the summary. Concurred Events Excluded means that events occurred but only EPA concurred exclusions are removed from the summary. If an event occurred for the parameter in question, the data will have multiple records for each monitor.","[""No Events""]",
certification_indicator,TEXT,"An indication whether the completeness and accuracy of the information on the annual summary record has been certified by the submitter. Certified means the submitter has certified the data (due May 01 the year after collection). Certification not required means that the parameter does not require certification or the deadline has not yet passed. Uncertified (past due) means that certification is required but is overdue. Requested but not yet concurred means the submitter has completed the process, but EPA has not yet acted to certify the data. Requested but denied means the submitter has completed the process, but EPA has denied the request for cause. Was certified but data changed means the data was certified but data was replaced and the process has not been repeated.","[""Uncertified (past due)""]",
method_name,TEXT,"A short description of the processes, equipment, and protocols used in gathering and measuring the sample.",[],
sample_duration,TEXT,"The length of time that air passes through the monitoring device before it is analyzed (measured). So, it represents an averaging period in the atmosphere (for example, a 24-hour sample duration draws ambient air over a collection filter for 24 straight hours). For continuous monitors, it can represent an averaging time of many samples (for example, a 1-hour value may be the average of four one-minute samples collected during each quarter of the hour).","[""8-HR RUN AVG BEGIN HOUR""]",
local_site_name,TEXT,"The name of the site (if any) given by the State, local, or tribal air pollution control agency that operates it.","[""FULTON"", ""MT NINHAM"", ""QUEENS COLLEGE 2""]",
second_max_value,FLOAT,The second highest value for the year.,"[0.081, 0.089, 0.078]",
city_name,TEXT,The name of the city where the monitoring site is located. This represents the legal incorporated boundaries of cities and not urban areas.,"[""Fulton"", ""New York""]",
primary_exceedance_count,NUMBER,The number of samples during the year that exceeded the primary air quality standard.,"[6, 4, 3]",
cbsa_name,TEXT,The name of the core bases statistical area (metropolitan area) where the monitoring site is located.,"[""Syracuse, NY"", ""New York-Newark-Jersey City, NY-NJ-PA"", ""Albany-Schenectady-Troy, NY""]",
state_code,TEXT,The FIPS code of the state in which the monitor resides.,"[""36""]",
third_max_datetime,NUMBER,The date and time (on a 24-hour clock) when the third highest value for the year (the previous field) was taken.,"[1180609200000000, 1181300400000000, 1182855600000000]",
observation_percent,FLOAT,"The percent representing the number of observations taken with respect to the number scheduled to be taken during the year. This is only calculated for monitors where measurements are required (e.g., only certain parameters).","[99.0, 97.0, 90.0]",
arithmetic_mean,FLOAT,The average (arithmetic mean) value for the year.,"[0.042787, 0.045618, 0.039406]",
completeness_indicator,TEXT,"An indication of whether the regulatory data completeness criteria for valid summary data have been met by the monitor for the year. Y means yes, N means no or that there are no regulatory completeness criteria for the parameter.","[""Y""]",
fourth_max_datetime,NUMBER,The date and time (on a 24-hour clock) when the fourth highest value for the year (the previous field) was taken.,"[1180782000000000, 1179237600000000, 1184662800000000]",
pollutant_standard,TEXT,A description of the ambient air quality standard rules used to aggregate statistics. (See description at beginning of document.),"[""Ozone 8-Hour 2008"", ""Ozone 8-Hour 1997""]",
metric_used,TEXT,"The base metric used in the calculation of the aggregate statistics presented in the remainder of the row. For example, if this is Daily Maximum, then the value in the Mean column is the mean of the daily maximums.","[""Daily maximum of 8 hour running average of observed hourly values""]",
required_day_count,NUMBER,The number of days during the year which the monitor was scheduled to take samples if measurements are required.,[214],
ninety_eight_percentile,FLOAT,The value from this monitor for which 98 per cent of the rest of the measured values for the year are equal to or less than.,"[0.078, 0.084, 0.075]",
third_max_value,FLOAT,The third highest value for the year.,"[0.08, 0.086, 0.076]",
ninety_nine_percentile,FLOAT,The value from this monitor for which 99 per cent of the rest of the measured values for the year are equal to or less than.,"[0.08, 0.086, 0.081]",
year,NUMBER,The year the annual summary data represents.,[2007],
parameter_code,NUMBER,The AQS code corresponding to the parameter measured by the monitor.,[44201],
county_name,TEXT,The name of the county where the monitoring site is located.,"[""Oswego"", ""Putnam"", ""Queens""]",
ninety_percentile,FLOAT,The value from this monitor for which 90 per cent of the rest of the measured values for the year are equal to or less than.,"[0.063, 0.068, 0.064]",
exceptional_data_count,NUMBER,The number of data points in the annual data set affected by exceptional air quality events (things outside the norm that affect air quality).,[0],
secondary_exceedance_count,NUMBER,The number of samples during the year that exceeded the secondary air quality standard.,"[6, 4, 3]",
county_code,TEXT,The FIPS code of the county in which the monitor resides.,"[""075"", ""079"", ""081""]",
second_no_max_datetime,NUMBER,The date and time (on a 24-hour clock) when the second maximum non overlapping value for the year (the previous field) was taken.,[],
