column_name,column_type,column_description,sample_value,ref_key
targetB,TEXT,,"[""ENSG00000110046"", ""ENSG00000188883"", ""ENSG00000166965""]",
intA,TEXT,,"[""Q92764"", ""O95084"", ""Q9UIS9""]",
intBBiologicalRole,TEXT,,"[""unspecified role""]",
count,NUMBER,,[1],
targetA,TEXT,,"[""ENSG00000197079"", ""ENSG00000150687"", ""ENSG00000141644""]",
scoring,FLOAT,,"[0.35, 0.37]",
sourceDatabase,TEXT,,"[""intact""]",
speciesA,VARIANT,,"[""{\n  \""mnemonic\"": \""human\"",\n  \""scientific_name\"": \""Homo sapiens\"",\n  \""taxon_id\"": 9606\n}""]",
speciesB,VARIANT,,"[""{\n  \""mnemonic\"": \""human\"",\n  \""scientific_name\"": \""Homo sapiens\"",\n  \""taxon_id\"": 9606\n}""]",
intABiologicalRole,TEXT,,"[""unspecified role""]",
intB,TEXT,,"[""A0AUL9"", ""A4D1S0"", ""A4QMR6""]",
