column_name,column_type,column_description,sample_value,ref_key
toxicityClass,TEXT,,[],
country,TEXT,,"[""United States""]",
efo_id_for_warning_class,TEXT,,[],
efo_id,TEXT,,[],
efo_term,TEXT,,[],
warningType,TEXT,,"[""Black Box Warning""]",
year,NUMBER,,[],
references,VARIANT,,"[""{\n  \""list\"": []\n}""]",
id,NUMBER,,"[2817, 2820, 2864]",
chemblIds,VARIANT,,"[""{\n  \""list\"": [\n    {\n      \""element\"": \""CHEMBL3039594\""\n    },\n    {\n      \""element\"": \""CHEMBL3039597\""\n    }\n  ]\n}"", ""{\n  \""list\"": [\n    {\n      \""element\"": \""CHEMBL2359966\""\n    },\n    {\n      \""element\"": \""CHEMBL170\""\n    }\n  ]\n}"", ""{\n  \""list\"": [\n    {\n      \""element\"": \""CHEMBL5095051\""\n    },\n    {\n      \""element\"": \""CHEMBL637\""\n    }\n  ]\n}""]",
description,TEXT,,[],
