column_name,column_type,column_description,sample_value,ref_key
receipts_root,TEXT,,"[""0x56e81f171bcc55a6ff8345e692c0f86e5b48e01b996cadc001622fb5e363b421""]",
mix_hash,TEXT,,"[""0x0000000000000000000000000000000000000000000000000000000000000000""]",
gas_used,NUMBER,,"[2539411, 628101, 199740]",
total_difficulty,TEXT,,"[""{\""bignumeric_value\"":0,\""string_value\"":\""0\""}""]",
uncles,TEXT,,"[""[]""]",
uncles_sha3,TEXT,,"[""0x1dcc4de8dec75d7aab85b567b6ccd41ad312451b948a7413f0a142fd40d49347""]",
nonce,NUMBER,,[0],
difficulty,TEXT,,"[""{\""bignumeric_value\"":0,\""string_value\"":\""0\""}""]",
size,NUMBER,,"[9885, 4883, 4706]",
extra_data,TEXT,,"[""0x""]",
gas_limit,NUMBER,,[40000000],
state_root,TEXT,,"[""0xdddb4c511b241cd70d1aad33b474a204c20ebddf0fc6ea66ff556103bb7f1e21"", ""0xfeb0924626b9d7d52ece5627cfe3e64805c0b835416b6541b686b5c1ca8fe155"", ""0x5930c1205ad2f2c12e8de6696d2e8b1d78c72a9daaefc663888c8c57fd589bae""]",
base_fee_per_gas,NUMBER,,"[4851487257976, 4852217288277, 4851471849114]",
block_timestamp,TIMESTAMP_NTZ,,"[""2022-12-20 00:04:05"", ""2022-12-18 23:21:07"", ""2022-12-20 00:35:35""]",
parent_hash,TEXT,,"[""0x70e0fe4de0f7ed9d054e9bc94cbd4f33e5961f368229864332ca107f4a2dbd8d"", ""0xea0edfb3a4c4c06311a227df4948b09291a330951d7f71d897a4648dd4d0a37e"", ""0x0e8395709017512bb090254ee47959aeb244f3a0f1ad531e903b51fe37db1078""]",
block_number,NUMBER,,"[6097490, 6081746, 6097824]",
transactions_root,TEXT,,"[""0xd3747cb7aaee50aa8773b1d9ab54f199fe0822fd326c21354614a5e9be02c1fe"", ""0xeec2d67cdf40a0eb783c9bbcea2bd303e743a3625d0a5ef2fe99a27831cfe529"", ""0xdb60acdf703e44cbd4bf0e614d88c1c20208174696341a59720269c3fbf4a3a2""]",
miner,TEXT,,"[""0x0800e3c2766f091dd746c5c3b11a4860a87bc481""]",
block_hash,TEXT,,"[""0xbd2231a097fdf1d54d582849592e6b00a5418947d177b520fac69e0da08ecfd4"", ""0x2f43f2b44ed77a952071848985d64abeee07f5f683bf59d0e7a40365f89068e7"", ""0x28a9075fe84574858345874e5a75930dc5be9e36a3f96eba5c447f5782a1f113""]",
logs_bloom,TEXT,,"[""0x002000020100225108000448850005104402a040000a5000000000102100000000000020000002020000008020000042000000201000000202000008002400000000010001000008180040080002002002000000004410108000010080000000005008100200080000008000001808000400010322400400002000120000002002000d2040040000a420900000000000440000010000002802000040000000a0028000000000100010400000a01404001000001100000000000000200020004800000002000000a00000000010000000000400000020001082000002000060000010000080000020000000800000000900b00000000010420020200400020008"", ""0x00204200000100000002000080000400000000000000000000000000000000000000080000000000000800008000000204200000000004120000000000200000040000048000000200000008000000200000000000004004c00000008100000008000000020004200000000000000800000000000000000000000011800400000400020000000000000020000000000000100001000003080000004000000000020000000000000000000000000002000000000000008000010500200000000000000006800000000002000000100000020000100000001000400000000020000010000020000000000000010000000000000020000000400000010001000000"", ""0x00000000000080000000000000000000020000100000000000000000000000000000000000000000000400000000000000000000000000000000000000300000010000000000000000000008010000000100000000000000000000140000000000000000020000000030000000000804000000082040000040000010000000000000000002000000000000000000000000000000000000000080000000000401020000008000000000000800000000000000000000000000000000021000000000000102000000000000000000000800000000000040000000000000000020000010010000000000000008000000000000000000440000010800000000200002""]",
