column_name,column_type,column_description,sample_value,ref_key
platform,TEXT,,"[""Retail"", ""Shopify""]",
month_number,NUMBER,,[8],
age_band,TEXT,,"[""unknown"", ""Young Adults"", ""Middle Aged""]",
calendar_year,NUMBER,,[2020],
customer_type,TEXT,,"[""Guest"", ""New"", ""Existing""]",
region,TEXT,,"[""USA"", ""EUROPE"", ""AFRICA""]",
demographic,TEXT,,"[""unknown"", ""Couples"", ""Families""]",
week_number,NUMBER,,[36],
transactions,NUMBER,,"[529151, 4517, 58046]",
avg_transaction,FLOAT,,"[31.2, 31.42, 30.29]",
segment,TEXT,,"[""unknown"", ""C1"", ""C2""]",
week_date,TEXT,,"[""2020-08-31""]",
sales,NUMBER,,"[16509610, 141942, 1758388]",
week_date_formatted,TEXT,,"[""2020-8-31""]",
