original_column_name,column_name,column_description,data_format,value_description
maint_id,,BIGSERIAL. Unique identifier for each conservation and maintenance record. PK.,bigint,
monitor_link,,TEXT. Reference to the environmental reading linked to maintenance. FK to EnvironmentalReadingsCore.monitor_code.,text,
surf_link,,BIGINT. Reference to the surface and physical readings linked to maintenance. FK to SurfaceAndPhysicalReadings.surf_id.,bigint,
treat_stat,,"TEXT. Treatment status of the artifact or worksite. Possible values: In Progress, Not Required, Scheduled.",text,
prio_tag,,"TEXT. Priority tag for the conservation or maintenance action. Possible values: High, Low, Medium, Urgent.",text,
lastClean,,DATE. Date when the artifact or worksite was last cleaned. Example: 16-Dec-24.,date,
nextClean,,DATE. Date when the next cleaning is due. Example: 2025/5/10.,date,
cleanDays,,BIGINT. Number of days since the last cleaning. Example: 83.0.,bigint,
maintLog,,"TEXT. Maintenance log details. Possible values: Pending, Review, Updated.",text,
incident_stat,,"TEXT. Status of any incidents related to the artifact or worksite. Possible values: Closed, Open.",text,
drill_stat,,"TEXT. Status of any drills conducted for emergency preparedness. Possible values: Current, Due, Overdue.",text,
train_stat,,"TEXT. Training status for maintenance personnel. Possible values: Current, Due, Overdue.",text,
budget_alloc,,"TEXT. Budget allocated for conservation and maintenance. Possible values: Adequate, Insufficient, Review Required.",text,
budget_stat,,"TEXT. Status of the maintenance budget. Possible values: Available, Depleted, Limited.",text,
conserveFreq,,"TEXT. Frequency of conservation activities. Possible values: Frequent, Occasional, Rare.",text,
history,,"TEXT. Historical data related to conservation and maintenance. Possible values: Extensive, Minimal, Moderate.",text,
prevTreat,,BIGINT. Reference to previous treatment or maintenance action. Example: 4.,bigint,
treatEffect,,"TEXT. Effectiveness of the treatment applied. Possible values: High, Low, Medium.",text,
reversePot,,"TEXT. Potential for reversing damage or deterioration. Possible values: High, Low, Medium.",text,
