column_name,column_type,column_description,sample_value,ref_key
area_land_miles,FLOAT,Land Area (square miles) - Created for statistical purposes only,"[236.045, 11.365, 52.359]",
latitude,FLOAT,"Latitude (decimal degrees) First character is blank or ""-"" denoting North or South latitude respectively","[37.885102, 38.231324, 33.708672]",
zipcode_geom,TEXT,Generalized areal representations of United States Postal Service (USPS) ZIP Codes as polygons,[],
city,TEXT,Comma-separated list of cities,"[""Wawona CDP, El Portal CDP, Yosemite Valley CDP"", ""Avery CDP, Arnold CDP"", ""Palm Springs city, Cathedral City city""]",
zipcode,TEXT,Five digit ZIP Code Tabulation Area Census Code,"[""95389"", ""95224"", ""92264""]",
longitude,FLOAT,"Longitude (decimal degrees) First character is blank or ""-"" denoting East or West longitude respectively","[-119.468036, -120.322688, -116.497652]",
state_fips,TEXT,FIPS state code for the zipcode,"[""6""]",
area_water_miles,FLOAT,Water Area (square miles) - Created for statistical purposes only,"[1.361, 0.036, 0.153]",
area_land_meters,NUMBER,Land Area (square meters) - Created for statistical purposes only,"[611352587, 29435667, 135609070]",
state_code,TEXT,Abbreviations of the state for the zipcode,"[""CA""]",
area_water_meters,NUMBER,Water Area (square meters) - Created for statistical purposes only,"[3525021, 93399, 395656]",
county,TEXT,Comma-separated list of counties,"[""Mariposa County"", ""Calaveras County"", ""Riverside County""]",
state_name,TEXT,Name of the state for the zipcode,"[""California""]",
