column_name,column_type,column_description,sample_value,ref_key
data_format,TEXT,"File format of the underlying data, eg BCR XML, BAM","[""TXT""]",
associated_entities__entity_id,TEXT,Associated entity UUID,"[""06722a16-b0a8-45b1-b1fd-38d5e82c052a"", ""0e088039-2918-465f-bc46-97e974877ac1"", ""e0f6c539-ad0e-4db7-819c-01c3c05c89c6""]",
id,TEXT,GDC file identifier. This is a duplicate of file_gdc_id field found in some tables.,"[""72310fb0-edae-4b60-a79b-27f854c4d0bf"", ""c13558b8-58c6-4b0b-a8d0-af959e12f50e"", ""688574e1-faae-4437-8f4c-d7e3b014540a""]",
analysis__workflow_type,TEXT,Workflow name eg  STAR 2-Pass  ,"[""BCGSC miRNA Profiling""]",
cases__project__dbgap_accession_number,TEXT,DbGaP accession number for the project,[],
analysis__workflow_link,TEXT,Link to GDC workflow on github,"[""https://github.com/NCI-GDC/gdc-dnaseq-cwl/blob/gdc-active-submission/workflows/mirnaseq/runner.cwl""]",
cases__project__disease_type,TEXT,Project Disease Type,"[""Sarcoma"", ""Skin Cutaneous Melanoma""]",
acl,TEXT,"Access Control List -- if access is controlled, this field contains the dbGaP accession, eg phs000179","[""open""]",
associated_entities__entity_type,TEXT,"Associated entity type, eg   aliquot   or   case  ","[""aliquot""]",
file_name,TEXT,Name of file at the GDC,"[""67fa2b74-1d06-4b15-8bfe-a08e29431ce3.mirbase21.mirnas.quantification.txt"", ""7e731924-27d8-42ec-814e-266f9229aebe.mirbase21.mirnas.quantification.txt"", ""f167c780-8955-4b50-b53c-41cde7cdace1.mirbase21.mirnas.quantification.txt""]",
cases__project__name,TEXT,Study name of the project,"[""Sarcoma"", ""Skin Cutaneous Melanoma""]",
index_files__file_id,TEXT,BAM or VCF index file GDC file UUID,[],
cases__project__program__name,TEXT,Program Name,"[""TCGA""]",
index_files__file_name,TEXT,BAM or VCF index file name,[],
downstream_analyses__workflow_link,TEXT,"Name of GDC workflow, eg VarScan2 Annotation (if applicable, NULL where no information is available)",[],
file_size,NUMBER,The size of the file measured in bytes,"[50383, 50419, 50240]",
dbName,TEXT,"Referring to the default/main database at the GDC. In this table, this field is always current.","[""current""]",
analysis__input_files__file_id,TEXT,GDC file UUIDs for input file(s),"[""c590095d-1e85-433f-8eca-e07089f6cfc7"", ""59168ecc-bf43-42f9-afbe-a26c79ff81e0"", ""45ba281b-ab1d-4ea3-b448-3134d5affd32""]",
state,TEXT,File state -- either submitted or released,"[""released""]",
updated_datetime,TEXT,"Timestamp of latest update, eg 2017-03-04T16:37:26.081298-06:00","[""2018-09-08T13:45:34.830182+00:00"", ""2018-09-08T13:41:33.633751+00:00""]",
downstream_analyses__workflow_type,TEXT,"Name of GDC workflow, eg VarScan2 Annotation (if applicable, NULL where no information is available)",[],
submitter_id,TEXT,"This can be used to identify a corresponding entry in the submitter's records. The GDC requires that submitter_id be unique for each entity within a project: the tuple (combination) of [ project_id, submitter_id ] is a unique key.","[""mirna_swap_dr11_242_MirnaExpression8908fb3a-dbad-4da0-a610-fa0e75093934_profiling"", ""mirna_swap_dr11_243_MirnaExpression9118a29a-826d-4da4-b808-1ca85c38f8e4_profiling"", ""mirna_swap_dr11_245_MirnaExpression74f0e63d-4c0c-460d-aaa9-a9d7c5e7b2c4_profiling""]",
associated_entities__entity_submitter_id,TEXT,Submitter id for associated entity(ies),"[""TCGA-FX-A3TO-01A-11R-A22I-13"", ""TCGA-DX-A3LW-01A-21R-A21U-13"", ""TCGA-FX-A3RE-01A-11R-A22I-13""]",
platform,TEXT,"Platform used to generate this data, eg  Illumina  , or  Affymetrix SNP 6.2",[],
downstream_analyses__output_files__file_id,TEXT,Semicolon-separated list of GDC file UUIDs,[],
data_type,TEXT,"File format of the underlying data, eg BCR XML, BAM","[""miRNA Expression Quantification""]",
associated_entities__case_id,TEXT,Associated Case ID,"[""16a4412f-0256-498d-b77b-4aecfed34091"", ""2cacd9d0-8414-4f17-8259-c9d838597f39"", ""7f9031da-124a-4a38-83e6-878a50e58c24""]",
access,TEXT,Data accessibility policy (open or controlled),"[""open""]",
data_category,TEXT,"Category description of the underlying data, eg Clinical, Raw Sequencing Data, Simple Nucleotide Variation, Transcriptome Profiling  , etc","[""Transcriptome Profiling""]",
created_datetime,TEXT,"Timestamp of creation, eg 2016-10-27T21:58:12.297090-05:02","[""2018-03-19T23:27:11.131407-05:00"", ""2018-03-20T14:53:20.296762-05:00""]",
index_files__file_size,NUMBER,BAM  or VCF index file size,[],
type,TEXT,"Description of the data, e.g. clinical_supplement, aligned_reads","[""mirna_expression""]",
md5sum,TEXT,Md5sum for GDC data file,"[""1b418c33b1c76a6027be933fc88a143c"", ""97e959aab645f8bb9b8203fbe16585cc"", ""83b5c59ed3145ac3e3180d5b75c41b7e""]",
experimental_strategy,TEXT,"Experimental strategy used to generate data (where applicable) e.g. WXS, RNA-Seq","[""miRNA-Seq""]",
cases__project__project_id,TEXT,Project ID,"[""TCGA-SARC"", ""TCGA-SKCM""]",
cases__project__program__dbgap_accession_number,TEXT,DbGaP accession number for the program,"[""phs000178""]",
file_id,TEXT,GDC file identifier. This is a duplicate of file_gdc_id field found in some tables. ,"[""72310fb0-edae-4b60-a79b-27f854c4d0bf"", ""c13558b8-58c6-4b0b-a8d0-af959e12f50e"", ""688574e1-faae-4437-8f4c-d7e3b014540a""]",
cases__case_id,TEXT,Associated entity case UUID,"[""16a4412f-0256-498d-b77b-4aecfed34091"", ""2cacd9d0-8414-4f17-8259-c9d838597f39"", ""7f9031da-124a-4a38-83e6-878a50e58c24""]",
