column_name,column_type,column_description,sample_value,ref_key
metadata_file_size,TEXT,Size of metadata file,[],
access,TEXT,Data accessibility policy (open or controlled),"[""open""]",
program_name,TEXT,"Program name, eg TCGA or TARGET","[""TCGA""]",
associated_entities__entity_type,TEXT,"Associated entity type, eg   aliquot   or   case  ","[""aliquot""]",
file_state,TEXT,File state -- either live or submitted,"[""live""]",
dbName,TEXT,"Referring to the default/main database at the GDC. In this table, this field is always legacy.","[""legacy""]",
center_code,TEXT,"TCGA codes for the Professional Organization or Group (Center) which has submitted the data, more info: https://gdc.cancer.gov/resources-TCGA-users/TCGA-code-tables/center-codes","[""13""]",
data_type,TEXT,"Experimental source of the data type, eg Tissue slide image, RNA-Seq","[""miRNA isoform quantification""]",
associated_entities__entity_gdc_id,TEXT,GDC entity uuid for associated entity(ies),"[""88704ec7-daba-453f-8f6c-7071a7bc5f6d"", ""bfb0d722-0b18-443b-bd47-3fa66656c6ed"", ""dba0fcca-993c-435a-8438-b2bd9974ce74""]",
created_datetime,TEXT,"Timestamp of creation, eg 2016-10-27T21:58:12.297090-05:11","[""2016-03-25T06:32:27.026159-05:00""]",
data_category,TEXT,"Category description of the underlying data, eg Clinical, Raw Sequencing Data, Simple Nucleotide Variation, Transcriptome Profiling  , etc","[""Gene expression""]",
project_disease_type,TEXT,"The type of disease studied by the project; e.g. Sarcoma,  Breast Invasive Carcinoma,Acute Lymphoblastic Leukemia, etc","[""Thymoma""]",
associated_entities__case_gdc_id,TEXT,GDC case uuid for associated case(s),"[""09f8acfc-4d80-4005-9f40-7485309997f5"", ""a4f4c331-97a3-48c4-aa3e-27304c1eb611"", ""85d1afdf-6164-49e1-b599-71512c5acd99""]",
archive_revision,NUMBER,Archive revision number,[1],
index_file_size,NUMBER,"Where available, size of the index file in bytes ",[],
index_file_gdc_id,TEXT,"Where available, GDC file uuid for index file ",[],
center_short_name,TEXT,"Center abbreviation, eg WUSM","[""BCGSC""]",
file_submitter_id,TEXT,Original submitter file ID (eg CGHub analysis_id),[],
acl,TEXT,"Access Control List -- if access is controlled, this field contains the dbGaP accession, eg phs000179","[""open""]",
index_file_name,TEXT,"Where available, GDC file name for index file ",[],
metadata_file_name,TEXT,Name of GDC metadata file,"[""bcgsc.ca_THYM.IlluminaHiSeq_miRNASeq.mage-tab.1.2.0.tar.gz""]",
experimental_strategy,TEXT,"Experimental strategy used to generate data (where applicable) e.g. WXS, RNA-Seq","[""miRNA-Seq""]",
center_name,TEXT,"Center name, eg BCM, BI, WUGSC ","[""Canada's Michael Smith Genome Sciences Centre""]",
md5sum,TEXT,Md5sum for GDC data file,"[""fd541babfd009e0c15f654f6b8eaf537"", ""0d03b81e7579f5642df5f3e04ca73bdd"", ""825a51fdd1e2ecdbc806e7793bd8d733""]",
file_gdc_id,TEXT,Unique GDC identifier for this file (corresponds to the file_barcode)  --  this can be used to access more information from the GDC data portal like this: https://portal.gdc.cancer.gov/files/c21b332c-06c6-4403-9032-f91c8f407ba5,"[""3ad9b4bd-57bd-4105-9f7e-89895dcfb7c4"", ""05ed43ba-8a09-475e-a9e3-876d89a11e9f"", ""45c55f2b-4cd2-4e0c-bd6b-a2e04ed4c0cb""]",
archive_gdc_id,TEXT,GDC archive UUID,"[""661579a0-7eb0-4b04-adf8-f573efabbfd7""]",
file_id,TEXT,GDC file identifier. This is a duplicate of file_gdc_id field found in some tables. ,"[""3ad9b4bd-57bd-4105-9f7e-89895dcfb7c4"", ""05ed43ba-8a09-475e-a9e3-876d89a11e9f"", ""45c55f2b-4cd2-4e0c-bd6b-a2e04ed4c0cb""]",
data_format,TEXT,"File format of the underlying data, eg BCR XML, BAM","[""TXT""]",
case_gdc_id,TEXT,GDC unique identifier,"[""09f8acfc-4d80-4005-9f40-7485309997f5"", ""a4f4c331-97a3-48c4-aa3e-27304c1eb611"", ""85d1afdf-6164-49e1-b599-71512c5acd99""]",
center_type,TEXT,"One of CGC, GSC, BCR, COM (or null)","[""CGCC""]",
project_name,TEXT,Project Name; frequently the same as or similar to the project disease type eg   Acute Lymphoblastic Leukemia - Phase II   or   Breast Invasive Carcinoma   etc,"[""Thymoma""]",
file_size,NUMBER,The size of the file measured in bytes,"[523212, 477846, 457554]",
archive_submitter_id,TEXT,"Original archive sumbitter name, eg  nationwidechildrens.org_BRCA.bio.Level_1.56","[""bcgsc.ca_THYM.IlluminaHiSeq_miRNASeq.Level_3.1""]",
program_dbgap_accession_number,TEXT,"Program dbGaP accession number, eg phs000178","[""phs000178""]",
associated_entities__entity_submitter_id,TEXT,Submitter id for associated entity(ies),"[""TCGA-XU-AAY1-01A-11R-A42W-13"", ""TCGA-XM-A8RE-01A-11R-A42W-13"", ""TCGA-4V-A9QR-01A-11R-A42W-13""]",
file_type,TEXT,"File Type  -- eg aligned_reads, simple_somatic_mutation, gene_expression, etc","[""file""]",
updated_datetime,TEXT,"Timestamp of latest update, eg 2017-03-04T16:37:26.081298-06:00","[""2017-03-05T15:46:38.221013-06:00"", ""2017-03-05T09:28:11.866514-06:00"", ""2017-03-05T00:14:25.175879-06:00""]",
metadata_file_type,TEXT,"Type of metadata file, eg mage-tab","[""magetab""]",
project_dbgap_accession_number,TEXT,"Program dbGaP accession number, eg phs000189",[],
project_short_name,TEXT,"Project name abbreviation; the program name appended with a project name abbreviation; eg. TCGA-OV, etc.","[""TCGA-THYM""]",
file_tags,TEXT,"Semicolon-delimited list of file tags, eg  coverage  , or  hg19;nocnv  , etc","[""hg19;isoform;miRNA"", ""isoform;miRNA""]",
platform,TEXT,"Platform used to generate this data, eg  Illumina  , or  Affymetrix SNP 6.11","[""Illumina HiSeq""]",
file_name,TEXT,Name of file at the GDC,"[""TCGA-XU-AAY1-01A-11R-A42W-13.hg19.mirbase20.isoform.quantification.txt"", ""TCGA-XM-A8RE-01A-11R-A42W-13.isoform.quantification.txt"", ""TCGA-4V-A9QR-01A-11R-A42W-13.isoform.quantification.txt""]",
metadata_file_id,TEXT,GDC file UUID for metadata (eg mage-tab) file,"[""071f7a89-4f60-471b-a0f7-c25dc9153764""]",
archive_state,TEXT,Archive state,"[""live""]",
