original_column_name,column_name,column_description,data_format,value_description
secrecordregistry,,A BIGSERIAL primary key uniquely identifying each artifact security/access record.,bigint,
artref,,A CHAR(10) NOT NULL foreign key referencing ArtifactsCore(ArtRegistry). Links this security record to a specific artifact.,character,
ratingref,,"A BIGINT foreign key referencing ArtifactRatings(RatingRecordRegistry). Associates this security record with a particular artifact rating, if relevant.",bigint,
loanstatus,,"A CHAR(15) indicating the artifact’s loan status (possible values: 'On Loan', 'Available', 'Not Available').",character,
insvalueusd,,"A NUMERIC(15,2) specifying the artifact’s insured value in USD.",numeric,
seclevel,,"A VARCHAR(50) describing the security level (possible values: 'Level 3', 'Level 2', 'Level 1').",character varying,
accessrestrictions,,"A TEXT field detailing constraints on handling/viewing (possible values: 'Public', 'Restricted', 'Limited').",text,
docustatus,,"A VARCHAR(60) indicating the completeness of documentation (possible values: 'Updating', 'Partial', 'Complete').",character varying,
photodocu,,"A VARCHAR(100) noting photographic documentation status (possible values: 'Outdated', 'Required', 'Recent').",character varying,
condreportstatus,,"A VARCHAR(80) describing the artifact’s condition report status (possible values: 'Current', 'Due', 'Overdue').",character varying,
conserverecstatus,,"A CHAR(20) summarizing conservation record status (possible values: 'Review Required', 'Pending', 'Updated').",character,
researchaccessstatus,,"A VARCHAR(40) indicating if the artifact is open to researchers (possible values: 'Limited', 'Available', 'Restricted').",character varying,
digitalrecstatus,,"A TEXT field specifying any digital records or scans (possible values: 'In Progress', 'Partial', 'Complete').",text,
