original_column_name,column_name,column_description,data_format,value_description
telescregistry,,Full name: 'Telescope Registry'. Explanation: A unique identifier for the telescope. Data type: CHAR(20). Example: 'TELESC_0001'.,character,
observstation,,Full name: 'Observatory Name Reference'. Explanation: Foreign key linking to the observatory station. Data type: CHAR(60). Example: 'OBS_STATION_ALPHA'.,character,
equipstatus,,"Full name: 'Equipment Status'. Explanation: Operational state of the telescope. Data type: VARCHAR(35). Possible categories: Degraded, Maintenance, Operational.",character varying,
calibrstatus,,"Full name: 'Calibration Status'. Explanation: Status of telescope’s calibration. Data type: VARCHAR(50). Possible categories: Current, Due, Overdue.",character varying,
pointaccarc,,"Full name: 'Pointing Accuracy (arcsec)'. Explanation: How precise the telescope can point, in arcseconds. Data type: NUMERIC(6,2). Example: '0.45'.",numeric,
trackaccarc,,"Full name: 'Tracking Accuracy (arcsec)'. Explanation: How accurately the telescope can track a target, in arcseconds. Data type: NUMERIC(6,2). Example: '1.20'.",numeric,
focusquality,,"Full name: 'Focus Quality'. Explanation: Quality of the telescope’s focusing system. Data type: VARCHAR(25). Possible categories: Excellent, Good, Poor.",character varying,
detecttempk,,"Full name: 'Detector Temperature (K)'. Explanation: Temperature of the telescope’s primary detector in Kelvin. Data type: DECIMAL(7,2). Example: '123.45'.",numeric,
coolsysstatus,,"Full name: 'Cooling System Status'. Explanation: Status of the telescope’s cooling system. Data type: VARCHAR(35). Possible categories: Critical, Normal, Warning.",character varying,
powerstatus,,"Full name: 'Power Supply Status'. Explanation: Indicates which power source or level is in use. Data type: VARCHAR(30). Possible categories: Backup, Critical, Main.",character varying,
datastorstatus,,"Full name: 'Data Storage Status'. Explanation: Capacity and status of local data storage. Data type: VARCHAR(35). Possible categories: Available, Critical, Low.",character varying,
netstatus,,"Full name: 'Network Status'. Explanation: Status of the network connection for telescope data transfer. Data type: VARCHAR(40). Possible categories: Connected, Disconnected, Limited.",character varying,
bandusagepct,,"Full name: 'Bandwidth Usage (%)'. Explanation: Network bandwidth usage as a percentage. Data type: NUMERIC(5,2). Example: '73.25'.",numeric,
procqueuestatus,,"Full name: 'Processing Queue Status'. Explanation: Indicates how full the processing queue is. Data type: VARCHAR(40). Possible categories: Empty, Full, Normal.",character varying,
