column_name,column_type,column_description,sample_value,ref_key
eightd_has_available_keys,BOOLEAN,,[false],
num_docks_available,NUMBER,Number of docks accepting bike returns.,[0],
is_installed,BOOLEAN,Is the station currently on the street?,"[true, false]",
latitude,FLOAT,The latitude of station. The field value must be a valid WGS 84 latitude in decimal degrees format.,"[40.76269882, 40.78524672, 40.7647]",
name,TEXT,Public name of the station.,"[""W 47 St & 10 Ave"", ""Amsterdam Ave & W 82 St"", ""31 Ave & 30 St""]",
num_bikes_available,NUMBER,Number of bikes available for rental.,[0],
region_id,NUMBER,ID of the region where station is located.,[71],
is_renting,BOOLEAN,Is the station currently renting bikes?,"[true, false]",
station_id,TEXT,Unique identifier of a station.,"[""495"", ""3171"", ""3603""]",
num_bikes_disabled,NUMBER,Number of disabled bikes at the station.,[0],
num_docks_disabled,NUMBER,Number of empty but disabled dock points at the station.,[0],
short_name,TEXT,"Short name or other type of identifier, as used by the data publisher.","[""6824.07"", ""7360.10"", ""6857.09""]",
last_reported,NUMBER,"Timestamp indicating the last time this station reported its status to the backend, in NYC local time.",[86400000000],
rental_methods,TEXT,Array of enumerables containing the payment methods accepted at this station.,"[""KEY, CREDITCARD""]",
longitude,FLOAT,The longitude of station. The field value must be a valid WGS 84 latitude in decimal degrees format.,"[-73.99301222, -73.97667321, -73.9240312]",
capacity,NUMBER,"ANumber of total docking points installed at this station, both available and unavailable.",[0],
eightd_has_key_dispenser,BOOLEAN,,[false],
is_returning,BOOLEAN,Is the station accepting bike returns?,"[true, false]",
