original_column_name,column_name,column_description,data_format,value_description
complianceTrace,,BIGINT. Unique compliance record identifier. PK.,bigint,
risk_tie,,BIGINT. Linked risk-management identifier. FK to RiskManagement.,bigint,
vendorTie,,BIGINT. Linked vendor-management identifier. FK to VendorManagement.,bigint,
recordRegistry,,TEXT. Record registry reference string.,text,
LEGALBASE,,"TEXT. Legal basis for processing. **NULL means legal basis not determined.**. Possible values: Consent, Contract, Legal Obligation, Legitimate Interest. Possible values: Consent, Contract, Legal Obligation, Legitimate Interest.",text,
consent_state,,"TEXT. Consent state descriptor. Possible values: Expired, Not Required, Pending, Valid. Possible values: Expired, Not Required, Pending, Valid.",text,
ConsentColl,,DATE. Date when consent was collected. Example: 13 Sep 2024. Example: 13 Sep 2024.,date,
consent_exp,,DATE. Consent expiration date. Example: 05/17/2026. Example: 05/17/2026.,date,
purp_limit,,"TEXT. Purpose-limitation indicator. Possible values: General, Multiple, Specific. Possible values: General, Multiple, Specific.",text,
PURP_DESC,,"TEXT. Description of data-processing purpose. Possible values: Business Operations, Compliance, Marketing, Research. Possible values: Business Operations, Compliance, Marketing, Research.",text,
gdprComp,,"TEXT. GDPR compliance indicator. Possible values: Compliant, Non-compliant, Partial. Possible values: Compliant, Non-compliant, Partial.",text,
CCPA_COMP,,"TEXT. CCPA compliance indicator. Possible values: Compliant, Non-compliant, Partial. Possible values: Compliant, Non-compliant, Partial.",text,
PIPLcomp,,"TEXT. PIPL compliance indicator. Possible values: Compliant, Non-compliant, Partial. Possible values: Compliant, Non-compliant, Partial.",text,
loc_law_comp,,"TEXT. Local-law compliance indicator. Possible values: Compliant, Non-compliant, Partial. Possible values: Compliant, Non-compliant, Partial.",text,
RegApprovals,,"TEXT. Regulatory approvals information. Possible values: Not Required, Obtained, Pending. Possible values: Not Required, Obtained, Pending.",text,
priv_imp_assess,,"TEXT. Privacy-impact assessment status. Possible values: Completed, In Progress, Required. Possible values: Completed, In Progress, Required.",text,
Datasubjright,,"TEXT. Data-subject rights fulfilment status. Possible values: Fully Supported, Limited, Partial. Possible values: Fully Supported, Limited, Partial.",text,
