original_column_name,column_name,column_description,data_format,value_description
Vendor_Trace,,BIGINT. Unique vendor-management record identifier. PK.,bigint,
SEC_JOIN,,BIGINT. Associated security-profile identifier. FK to SecurityProfile.,bigint,
riskassoc,,BIGINT. Linked risk-management identifier. FK to RiskManagement.,bigint,
recordregistry,,TEXT. Record registry reference string.,text,
VENDASSESS,,"TEXT. Vendor security assessment result. **NULL means vendor assessment not completed.**. Possible values: Completed, Due, In Progress. Possible values: Completed, Due, In Progress.",text,
vendSecRate,,"TEXT. Vendor security rating. Possible values: A, B, C, D. Possible values: A, B, C, D.",text,
VEND_AUD_DATE,,DATE. Date of the most recent vendor audit. Example: 2024-05-30. Example: 2024-05-30.,date,
contrState,,"TEXT. Contract state descriptor. **NULL means contract state unknown.**. Possible values: Active, Expired, Under Review. Possible values: Active, Expired, Under Review.",text,
CONTR_EXPIRE,,DATE. Contract expiration date. Example: 2027-01-12. Example: 2027-01-12.,date,
dpa_state,,"TEXT. Data-processing-agreement state. Possible values: Pending, Required, Signed. Possible values: Pending, Required, Signed.",text,
SCCSTATE,,"TEXT. Standard Contractual Clauses state. Possible values: Implemented, Not Required, Partial. Possible values: Implemented, Not Required, Partial.",text,
bcr_state,,"TEXT. Binding Corporate Rules state. Possible values: Approved, Not Applicable, Pending. Possible values: Approved, Not Applicable, Pending.",text,
docuState,,"TEXT. Documentation status descriptor. Possible values: Complete, Incomplete, Partial. Possible values: Complete, Incomplete, Partial.",text,
pol_comp,,"TEXT. Policy-compliance status. Possible values: Full, Non-compliant, Partial. Possible values: Full, Non-compliant, Partial.",text,
procComp,,"TEXT. Process-compliance status. **NULL means process compliance not assessed.**. Possible values: Full, Non-compliant, Partial. Possible values: Full, Non-compliant, Partial.",text,
train_state,,"TEXT. Training compliance state. Possible values: Current, Due, Overdue. Possible values: Current, Due, Overdue.",text,
certState,,"TEXT. Certification state descriptor. **NULL means certification state not recorded.**. Possible values: Expired, Pending, Valid. Possible values: Expired, Pending, Valid.",text,
MONSTATE,,"TEXT. Ongoing monitoring state. Possible values: Active, Inactive, Partial. Possible values: Active, Inactive, Partial.",text,
rep_state,,"TEXT. Reporting state descriptor. Possible values: Current, Delayed, Overdue. Possible values: Current, Delayed, Overdue.",text,
stakeComm,,"TEXT. Stakeholder communication status. Possible values: Limited, Poor, Regular. Possible values: Limited, Poor, Regular.",text,
