original_column_name,column_name,column_description,data_format,value_description
txoutkey,,"A SERIAL primary key for treatment outcome records (e.g., 201).",integer,
txref,,An INT FK referencing TreatmentBasics(TxKey).,integer,
thprog,,"An enum (therapyprogress_enum) describing therapy progress (Fair, Good, Poor).",USER-DEFINED,
txadh,,"An enum (treatmentadherence_enum) referencing overall treatment adherence (Non-compliant, Medium, Low, High).",USER-DEFINED,
txresp,,"An enum (treatmentresponse_enum) for treatment response (Poor, Good, Partial).",USER-DEFINED,
sideburd,,"An enum (sideeffectburden_enum) describing side effect burden (Mild, Moderate, Severe).",USER-DEFINED,
txgoalstat,,"An enum (treatmentgoalsstatus_enum) for treatment goals status (Not Started, Achieved, In Progress, Modified).",USER-DEFINED,
recgoalstat,,"An enum (recoverygoalsstatus_enum) for recovery goals status (Not Started, Achieved, In Progress, Modified).",USER-DEFINED,
sympimp,,"An enum (symptomimprovement_enum) indicating symptom improvement (Moderate, Minimal, Significant).",USER-DEFINED,
funcimpv,,"An enum (functionalimprovement_enum) capturing functional improvement (Moderate, Minimal, Significant).",USER-DEFINED,
workstatchg,,"An enum (workstatuschanges_enum) referencing changes in work status (Leave, Reduced Hours, Terminated).",USER-DEFINED,
satscr,,"A NUMERIC(3,1) satisfaction score (0–10 scale) (e.g., 8.5).",numeric,
theralliance,,"An enum (therapeuticalliance_enum) describing alliance (Moderate, Poor, Strong, Weak).",USER-DEFINED,
txeng,,"An enum (treatmentengagement_enum) describing overall engagement (Non-compliant, High, Medium, Low).",USER-DEFINED,
txsat,,"An enum (treatmentsatisfaction_enum) describing treatment satisfaction (Medium, Dissatisfied, Low, High).",USER-DEFINED,
