column_name,column_type,column_description,sample_value,ref_key
start_pos,NUMBER,1-based start chromosome position of CN segment start-position,"[152953552, 56499756, 3157107]",
project_short_name,TEXT,"Project name abbreviation; the program name appended with a project name abbreviation; eg. TCGA-OV, etc.","[""TCGA-OV""]",
sample_barcode,TEXT,"Original TCGA sample barcode, eg TCGA-12-1089-01A  --  note that one sample may have multiple aliquots and therefore multiple sets of CN segmentations; so be sure to use GROUP BY appropriately in your queries","[""TCGA-01-0628-11A""]",
platform,TEXT,Platform used to generate these data (Genome_Wide_SNP_6 for this data),"[""Genome_Wide_SNP_6""]",
chromosome,TEXT,"Chromosome, possible values: chr1-22, and chrX","[""1"", ""11"", ""X""]",
segment_mean,FLOAT,"Mean CN value for this segment -- the value is base2 log(CN/2), centered at 0","[0.0045, 0.0092, 0.0008]",
num_probes,NUMBER,Number of probes in the SNP array used to infer this CN segment,"[59997, 2427, 63813]",
case_barcode,TEXT,"Original TCGA case barcode, eg TCGA-12-1089  --  note that each case typically has a primary-tumor sample and a matched-normal (blood or adjacent tissue) sample; please refer to the TCGA Biospecimen table for more details","[""TCGA-01-0628""]",
aliquot_barcode,TEXT,"Original TCGA aliquot barcode, eg TCGA-12-1089-01A-01D-0517-01","[""TCGA-01-0628-11A-01D-0356-01""]",
end_pos,NUMBER,1-based end chromosome position of CN segment end- position,"[247813706, 60754876, 154905589]",
