column_name,column_type,column_description,sample_value,ref_key
file_gdc_id,TEXT,Unique GDC identifier for this file (corresponds to the file_barcode)  --  this can be used to access more information from the GDC data portal like this: https://portal.gdc.cancer.gov/files/c21b332c-06c6-4403-9032-f91c8f407ba18,"[""b34ca22e-b977-4af2-8b88-f594e6491da0""]",
aliquot_barcode,TEXT,"Original TCGA aliquot barcode, eg TCGA-12-1089-01A-01D-0517-01","[""TCGA-04-1331-01A-01R-1569-13""]",
strand,TEXT,Either + or - to denote whether read mapped to the sense (+) or anti-sense (-) strand,"[""-"", ""+""]",
sample_barcode,TEXT,"Original TCGA sample barcode, eg TCGA-12-1089-01A","[""TCGA-04-1331-01A""]",
mirna_id,TEXT,"One of 1788 unique miRNA ids (aka symbols) contained in this table, eg hsa-mir-21","[""hsa-mir-222"", ""hsa-mir-148a"", ""hsa-let-7b""]",
mirna_accession,TEXT,"One of 2459 unique mature miRNA accession id (eg MIMAT0000062) -- note that this can also be null, in the event that this read does not map to a mature portion of the miRNA","[""MIMAT0004569"", ""MIMAT0004549"", ""MIMAT0000063""]",
case_gdc_id,TEXT,"GDC unique identifier for this case (corresponds to the case_barcode), eg 6d10d4ee-6331-4bba-93bc-a7b64cc0b22a  --  this can be used to access more information from the GDC data portal like this:   https://portal.gdc.cancer.gov/cases/6d10d4ee-6331-4bba-93bc-a7b64cc0b22a","[""6d10d4ee-6331-4bba-93bc-a7b64cc0b22a""]",
read_count,NUMBER,Number of reads that were mapped to this mirna_id,"[7, 2, 16]",
cross_mapped,TEXT,"A short isomiR read may map exactly to mature strands whose sequences are similar but not identical, when the read sequence does not capture the bases that distinguish these miRNAs (e.g. hsa-mir-30a at 6q13 and hsa-mir-30e at 1p34.2, which differ at position 18). We report such a <line_feed> read as cross-mapped, and we increment the read count for each MIMAT that it mapped to. Either Y or N -- fewer than 2% are Y","[""N""]",
aliquot_gdc_id,TEXT,"Unique GDC identifier for this aliquot (corresponds to the aliquot_barcode), eg 7fbfdb3e-1fd2-4206-8d2e-7f68e4a15844  --  this can be used to access more information from the GDC data portal","[""7fbfdb3e-1fd2-4206-8d2e-7f68e4a15844""]",
end_pos,NUMBER,1-based end chromosome position of isoform,"[45606501, 25989601, 46509592]",
project_short_name,TEXT,"Project name abbreviation; the program name appended with a project name abbreviation; eg. TCGA-OV, etc.","[""TCGA-OV""]",
sample_gdc_id,TEXT,"Unique GDC identifier for this sample (corresponds to the sample_barcode), eg a1ec9279-c1a6-4e58-97ed-9ec1f36187c5  --  this can be used to access more information from the GDC data portal","[""a1ec9279-c1a6-4e58-97ed-9ec1f36187c5""]",
mirna_transcript,TEXT,"Indicates the type of transcript -- either mature, precursor, unannotated, or stemloop  (if this value is not mature, then the mirna_accession field will be null)","[""mature""]",
chromosome,TEXT,"Chromosome, possible values: chr1-22, and chrX","[""X"", ""7"", ""22""]",
case_barcode,TEXT,"Original TCGA case barcode, eg TCGA-12-1089  --  note that each case typically has a primary-tumor sample and a matched-normal (blood or adjacent tissue) sample; please refer to the TCGA Biospecimen table for more details","[""TCGA-04-1331""]",
start_pos,NUMBER,1-based start chromosome position of isoform,"[45606480, 25989580, 46509572]",
reads_per_million_miRNA_mapped,FLOAT,Read count normalized by total reads mapped divided by 1 million,"[1.920239, 0.54864, 4.389117]",
