column_name,column_type,column_description,sample_value,ref_key
REQUESTED_ASSISTANCE_DESCRIPTION,TEXT,Additional information about the assistance request.,"[""Deploy and provide Temporary Emergency Power SME's to State and/or local jurisdictions to aid in accomplishing their emergency power mission, at the direction and coordination of FEMA."", ""Amend to increase funding from $3000 to $5000\r\nActivate Department of Energy (DOE) to the FEMA HQ National Response Coordination Center (NRCC) to perform \r\nthe duties of emergency Support Function (ESF) #12 in support of post-declaration disaster operations in response to the severe weather in the Ohio Valley and Mid-Atlantic states.\r\n"", ""9/25/2012, Amendment #2: Add funding to cover costs of OFA activities.\r\n\r\nAmendment #1: Amend to increase funding from $3000 to $5000\r\n\r\nActivate Department of Energy (DOE) to the FEMA HQ National Response Coordination Center (NRCC) to perform \r\nthe duties of emergency Support Function (ESF) #12 in support of post-declaration disaster operations in response to the severe weather in the Ohio Valley and Mid-Atlantic states.\r\n""]",
CITY,TEXT,Place of performance if available.,"[""Washington"", ""Columbus""]",
STATE_COST_SHARE_PERCENT,FLOAT,Percentage of the cost for which the state or tribal government is responsible.,[0.0],
STATE_GEO_ID,TEXT,"Cybersyn's unique identifier for a state, joinable to GEOGRAPHY_INDEX.","[""geoId/11"", ""geoId/39""]",
OBLIGATION_AMOUNT,FLOAT,Total dollars amount obligated.,"[10000.0, 2000.0, 381.37]",
FEMA_RECORD_ID,TEXT,Unique record identifier from FEMA for the mission assignment.,"[""bba9a6ab-25c0-4da1-be01-aad777adb402"", ""8d97bf5b-c7f9-481c-9e7e-56ca1e3921c8"", ""98139914-ea4a-46d8-9e50-6bad04ad7105""]",
STATE_COST_SHARE_AMOUNT,FLOAT,Dollar amount of the cost for which the state or tribal government is responsible.,[0.0],
ZIP_GEO_ID,TEXT,"Cybersyn's unique identifier for a zip code, joinable to GEOGRAPHY_INDEX.","[""zip/20472"", ""zip/43218""]",
PROJECTED_COMPLETION_DATE,DATE,Estimated end of the mission. Subject to revision.,"[""2012-07-05"", ""2012-07-07"", ""2012-07-10""]",
REQUESTED_DATE,DATE,Date a State or Tribe requested assistance.,"[""2012-07-01"", ""2012-07-02"", ""2012-09-26""]",
REQUESTED_AMOUNT,FLOAT,"Total cost in dollars, as requested by state or tribal government.","[10000.0, 2000.0, 381.37]",
FEDERAL_COST_SHARE_PERCENT,FLOAT,Percentage of the cost for which FEMA is responsible.,[1.0],
OBLIGATION_DATE,DATE,Date the Mission Assignment was obligated.,"[""2012-07-01"", ""2012-07-02"", ""2012-10-01""]",
STATEMENT_OF_WORK,TEXT,Description of the requested assistance.,"[""Post-Declaration activation for appropriate DOE personnel to perform the functions of ESF #12 in the NRCC supporting National-level coordination efforts and Regional response activities at the direction and coordination of FEMA, beginning 6/30/2012.  This activation may include overtime and administrative costs.  Equipment purchases are not authorized under this Mission Assignment.  MA task orders will be issued for specific personnel.\r\n"", ""Activation for appropriate USACE personnel to perform the functions of ESF #3 at the direction and coordination of FEMA. This activation may include support to the FEMA Region V RRCC,IOF, IMATs, and other teams (which may include support to ESF #5). ESF #3 Team Leader and support staff may be used, including Prime Power and site-specific administrative support, and / or other mission Subject Matter Experts, at the direction and coordination of FEMA. This may also include the activation of ESF #3 Support Agency representatives to serve as liaisons to the ESF #3 Management Team for public work/infrastructure assistance as required. Pre-Declaration MAs that exceed 7 to 10 days will require FEMA approval. A subsequent MA may be issued for Post-Declaration activation if necessary. Equipment purchases are not authorized under this Mission Assignment. MA task orders will be issued for specific personnel requirements, location(s), dates, and duration of assignment(s).""]",
MISSION_ASSIGNMENT_ID,TEXT,"Identifier for request, used to aggregate funding across multiple days.","[""3345EMWVCOELRD01"", ""3345EMWVDOE01"", ""3346EMOHCOELRD01""]",
FEDERAL_COST_SHARE_AMOUNT,FLOAT,Dollar amount of the cost for which FEMA is responsible.,"[10000.0, 2000.0, 381.37]",
DISASTER_ID,TEXT,Sequentially FEMA-assigned number used to designate an event or incident declared as a disaster.,"[""3345"", ""3346""]",
AMENDMENT_ID,NUMBER,Obligation requests may be modified to adjust or add funds. This number identifies those amendments. The value is 0 if there are no amendments.,"[0, 1, 2]",
REQUESTING_AGENCY,TEXT,Name of the entity requesting assistance.,"[""COE-LRD"", ""DOE""]",
