column_name,column_type,column_description,sample_value,ref_key
DATA_SOURCE,ARRAY,Source of the data.,"[""[\n  \""Bureau of Labor Statistics (BLS)\""\n]"", ""[\n  \""Domain Project\"",\n  \""ICANN\"",\n  \""Majestic\""\n]"", ""[\n  \""Cybersyn\""\n]""]",
LICENSE_URL,ARRAY,Array of URLs that provide the licensing for the data sources in this table.,"[""[\n  \""https://www.bls.gov/bls/linksite.htm\""\n]"", ""[\n  \""https://github.com/tb0hdan/domains/blob/master/LICENSE\"",\n  \""https://czds.icann.org/terms-and-conditions\"",\n  \""https://majestic.com/reports/majestic-million\"",\n  \""https://creativecommons.org/licenses/by/3.0/\""\n]"", ""[\n  \""https://www.eia.gov/about/copyrights_reuse.php\""\n]""]",
TABLE_NAME_PROPER,TEXT,Human-readable table name.,"[""BLS Employment Timeseries Point in Time History"", ""BLS Price Timeseries Point in Time History"", ""Company Domain Relationships""]",
LISTING_NAME,ARRAY,Human-readable name of listing(s) associated with table.,"[""[\n  \""Financials & Economics: Enterprise \""\n]"", ""[\n  \""Web Traffic Foundation (Experimental)\""\n]"", ""[\n  \""Weather & Environment\"",\n  \""Financials & Economics: Enterprise \""\n]""]",
CREATED_DATE,DATE,Date for the table's addition to the Snowflake Marketplace.,"[""2023-10-31"", ""2023-12-01"", ""2024-06-24""]",
LAST_UPDATED_TIMESTAMP,TIMESTAMP_TZ,Timestamp for the table's last update or modification.,"[""2024-08-28 15:28:48.680000+00:00"", ""2024-08-28 15:28:47.011000+00:00"", ""2024-08-24 10:08:57.993000+00:00""]",
TABLE_TYPE,TEXT,Cybersyn table type as part of the unified schema.,"[""point-in-time history"", ""relationships"", ""attributes""]",
DESCRIPTION,TEXT,"Details on the source of the data, the table, and what is included in the table.","[""Tracks history of the bureau_of_labor_statistics_employment_timeseries table with start and end timestamps to indicate row validity periods. \n\nCurrent rows have a NULL end timestamp. Updated and deleted rows are time-stamped, including deletion time, in Eastern Time with UTC offset."", ""Tracks history of the bureau_of_labor_statistics_price_timeseries table with start and end timestamps to indicate row validity periods. \n\nCurrent rows have a NULL end timestamp. Updated and deleted rows are time-stamped, including deletion time, in Eastern Time with UTC offset."", ""Map between companies and domains and websites that they own. In addition to the COMPANY_ID that Cybersyn creates, which can be tied back to CIK, LEI, EIN, and company-level PermID information, the table includes the clean DOMAIN_ID which strips away any subdomain (e.g., www) and protocol (e.g., https) information.\n\nEach relationship includes start date and end dates. The start date is the first known date that the company owned or registered the domain and the end date is the last known date of ownership.\nIf a relationship has a start date of NULL that indicates the relationship pre-dates the beginning of the data.\nAn end date of NULL indicates the relationship is still valid.""]",
SELECT_RELATED_TABLES,ARRAY,Array of tables that you can join based on the entity and variable relationships; not an exhaustive list.,"[""[\n  \""bureau_of_labor_statistics_employment_timeseries\""\n]"", ""[\n  \""bureau_of_labor_statistics_price_timeseries\""\n]"", ""[\n  \""company_index\"",\n  \""company_characteristics\"",\n  \""domain_index\""\n]""]",
DOCUMENTATION_URL,TEXT,URL of the documentation associated with the table.,"[""https://docs.cybersyn.com/consumer-insights-products/web-traffic-foundation"", ""https://docs.cybersyn.com/public-domain-sources/earnings-transcripts"", ""https://docs.cybersyn.com/public-domain-sources/energy-information-administration-eia""]",
SHORT_DESCRIPTION,TEXT,"Summarized details on the source of the data, the table, and what is included in the table.","[""Map between companies and domains and websites that they own. In addition to the COMPANY_ID that Cybersyn creates, which can be tied back to CIK, LEI, EIN, and company-level PermID information, the table includes the clean DOMAIN_ID which strips away any subdomain (e.g., www) and protocol (e.g., https) information."", ""Transcripts of hosted company events (e.g. Update / Briefing, Earnings Call, Annual General Meeting) in JSON format."", ""Natural gas, electricity, and petroleum sales, production, consumption, and import/export statistics, provided by the Energy Information Administration (EIA).""]",
DATA_SOURCE_URL,ARRAY,Array of URLs that provide the overview of each of the data sources in this table.,"[""[\n  \""https://www.bls.gov/\""\n]"", ""[\n  \""https://domainsproject.org/\"",\n  \""https://czds.icann.org/home\"",\n  \""https://majestic.com/reports/majestic-million\""\n]"", ""[\n  \""https://www.eia.gov/opendata/\""\n]""]",
ENTITIES,ARRAY,Array of entities that are included in the table.,"[""[\n  \""geo_id\""\n]"", ""[\n  \""company_id\"",\n  \""domain_id\""\n]"", ""[\n  \""company_id\"",\n  \""cik\"",\n  \""primary_ticker\""\n]""]",
LISTING_URL,ARRAY,URLs of listing(s) associated with table.,"[""[\n  \""https://app.snowflake.com/marketplace/listing/GZTSZ290BUX66\""\n]"", ""[\n  \""https://app.snowflake.com/marketplace/listing/GZTSZ290BUX5L\""\n]"", ""[\n  \""https://app.snowflake.com/marketplace/listing/GZTSZAS2KIM\"",\n  \""https://app.snowflake.com/marketplace/listing/GZTSZ290BUX66\""\n]""]",
TABLE_NAME,TEXT,Machine-readable table name.,"[""bureau_of_labor_statistics_employment_timeseries_history"", ""bureau_of_labor_statistics_price_timeseries_history"", ""company_domain_relationships""]",
