original_column_name,column_name,column_description,data_format,value_description
audittrace,,SERIAL primary key uniquely identifying each audit-and-compliance record.,integer,
profjoin,,INT referencing DataProfile(ProfileTrace). Ties this audit to a specific data profile.,integer,
compjoin,,INT referencing Compliance(ComplianceTrace). Links the audit to a compliance record.,integer,
vendjoin,,INT referencing VendorManagement(VendorTrace). Connects this record to a specific vendor.,integer,
recordregistry,,CHAR(10) optional cross-reference for older 'RecordID'.,character,
audtrailstate,,"auditstatus_enum enumerating the audit trail status. Currently possible values: (Complete, Missing, Partial).",USER-DEFINED,
findtally,,SMALLINT storing the count of audit findings identified.,smallint,
critfindnum,,SMALLINT counting how many critical findings were discovered.,smallint,
remedstate,,"VARCHAR(40) describing remediation status (e.g., 'Pending', 'In Progress'). Currently possible values: (In Progress, Not Started, Completed).",character varying,
remeddue,,DATE specifying the deadline for remediation actions.,date,
authnotify,,"VARCHAR(40) describing if/when authorities must be notified. Currently possible values: (Not Required, Required, Submitted).",character varying,
bordermech,,"VARCHAR(40) capturing cross-border mechanism (SCC, BCR, etc.) if relevant. Currently possible values: (SCCs, Adequacy Decision, Derogations, BCRs).",character varying,
transimpassess,,"TEXT describing any transfer impact assessment for cross-border data flows. Currently possible values: (Required, Completed, In Progress).",text,
localreqs,,"TEXT detailing local requirements or constraints on the data flow. Currently possible values: (Not Met, Met, Partial).",text,
datamapstate,,"VARCHAR(40) describing the data mapping status (complete, partial, etc.). Currently possible values: (Partial, Complete, Outdated).",character varying,
sysintstate,,"VARCHAR(40) referencing the system integration status. Currently possible values: (Fully Integrated, Manual, Partial).",character varying,
accreqnum,,SMALLINT counting how many access requests have been received.,smallint,
delreqnum,,SMALLINT counting how many data deletion requests were filed.,smallint,
rectreqnum,,SMALLINT counting how many rectification (correction) requests were made.,smallint,
portreqnum,,SMALLINT counting how many data portability requests were received.,smallint,
resptimeday,,"NUMERIC(4,1) capturing the average or allowed response time (days) to subject requests.",numeric,
