original_column_name,column_name,column_description,data_format,value_description
recordregistry,,CHAR(10) primary key uniquely identifying each data flow record in the DataFlow table.,character,
flowstamp,,TIMESTAMP(6) for the moment this data flow record was created or logged. Microsecond precision.,timestamp without time zone,
flowtag,,"A short identifier or tag (VARCHAR(20)) for the data flow, previously 'DataFlowID'.",character varying,
orignation,,VARCHAR(80) storing the source/origin country's name for this data flow.,character varying,
destnation,,VARCHAR(80) storing the destination country's name for this data flow.,character varying,
origactor,,"VARCHAR(150) referencing the source entity/system initiating the flow (person, organization, or app).",character varying,
destactor,,VARCHAR(150) referencing the destination entity/system receiving the flow.,character varying,
chanproto,,"VARCHAR(30) for the protocol used (HTTP, FTP, SFTP, etc.). Currently possible values: (Blockchain, SFTP, Private Network, HTTPS).",character varying,
chanfreq,,"VARCHAR(25) specifying how frequently data is transferred (daily, weekly, on-demand, etc.). Currently possible values: (Weekly, Hourly, Real-time, Daily).",character varying,
datasizemb,,"NUMERIC(12,2) representing the size in MB of each data transfer.",numeric,
durmin,,SMALLINT capturing the average or actual duration (in minutes) of the data flow.,smallint,
bwidthpct,,"NUMERIC(5,2) for bandwidth utilization percentage (0 to 100%).",numeric,
successpct,,"NUMERIC(5,2) measuring the success rate (0–100%) of the flow attempts.",numeric,
errtally,,SMALLINT counting the total errors or failures observed for this data flow.,smallint,
rtrytally,,SMALLINT storing how many retry attempts were made after failures.,smallint,
