column_name,column_type,column_description,sample_value,ref_key
CRPIX,VARIANT,,"[""[\n  1.949486124674479e+03,\n  1.886181925455729e+03\n]"", ""[\n  2.154256673177083e+03,\n  1.837310526529948e+03\n]"", ""[\n  2.804828776041667e+03,\n  2.480593302408854e+03\n]""]",
NINDEX,NUMBER,,"[19, 31, 32]",
FIELDNAME,TEXT,,"[""""]",
NVERIFIED,NUMBER,,"[3511, 40223, 42180]",
STARS,VARIANT,,"[""[\n  139413,\n  139476,\n  139421,\n  0,\n  0\n]"", ""[\n  138668,\n  139400,\n  138896,\n  0,\n  0\n]"", ""[\n  139020,\n  138960,\n  138967,\n  0,\n  0\n]""]",
CD,VARIANT,,"[""[\n  3.179277744197348e-04,\n  -2.893188036831281e-04,\n  -2.897802733736586e-04,\n  -3.169790604966651e-04\n]"", ""[\n  -2.402168753886649e-04,\n  4.340900638932371e-04,\n  4.085877322887264e-04,\n  2.778405174552132e-04\n]"", ""[\n  -5.213524366431961e-04,\n  2.011046966282320e-04,\n  2.003021132217722e-04,\n  5.209189560628340e-04\n]""]",
FIELDOBJS,VARIANT,,"[""[\n  190,\n  85,\n  79,\n  0,\n  0\n]"", ""[\n  101,\n  147,\n  155,\n  0,\n  0\n]"", ""[\n  7,\n  141,\n  184,\n  0,\n  0\n]""]",
CODEERR,FLOAT,,"[7.80648915679194e-05, 9.5598996267654e-05, 4.495579923968762e-05]",
LOGODDS,FLOAT,,"[20.942501068115234, 22.1795654296875, 22.401594161987305]",
NDISTRACT,NUMBER,,"[1, 0, 5]",
NCONFLICT,NUMBER,,[0],
QTRIED,NUMBER,,"[5104, 59251, 61366]",
WORSTLOGODDS,FLOAT,,"[0.0, -2.7725887298583984]",
NAGREE,NUMBER,,[0],
QUADXYZ,VARIANT,,"[""[\n  -8.846957627415414e-01,\n  4.231182833721671e-01,\n  1.956638077263869e-01,\n  -8.695459686847278e-01,\n  4.493294608428444e-01,\n  2.049215550545886e-01,\n  -8.737517906990255e-01,\n  4.385063265074292e-01,\n  2.104043972702707e-01,\n  0.000000000000000e+00,\n  0.000000000000000e+00,\n  0.000000000000000e+00,\n  0.000000000000000e+00,\n  0.000000000000000e+00,\n  0.000000000000000e+00\n]"", ""[\n  -9.072403050743137e-01,\n  3.788667082271694e-01,\n  1.826883859892116e-01,\n  -8.925698399293632e-01,\n  4.060240773032475e-01,\n  1.961212100452094e-01,\n  -9.024507300701110e-01,\n  3.903269095789471e-01,\n  1.822843484539269e-01,\n  0.000000000000000e+00,\n  0.000000000000000e+00,\n  0.000000000000000e+00,\n  0.000000000000000e+00,\n  0.000000000000000e+00,\n  0.000000000000000e+00\n]"", ""[\n  -8.579649640847847e-01,\n  4.942810441121182e-01,\n  1.399370220349955e-01,\n  -8.737325868275325e-01,\n  4.713125120548793e-01,\n  1.202326214686578e-01,\n  -8.679997599376365e-01,\n  4.833410790849805e-01,\n  1.138324130125885e-01,\n  0.000000000000000e+00,\n  0.000000000000000e+00,\n  0.000000000000000e+00,\n  0.000000000000000e+00,\n  0.000000000000000e+00,\n  0.000000000000000e+00\n]""]",
WCS_VALID,BOOLEAN,,[true],
NFIELD,NUMBER,,"[365, 1575, 1237]",
NMATCH,NUMBER,,"[2, 3]",
TIMEUSED,FLOAT,,"[1.0839999914169312, 15.576000213623047, 10.791999816894531]",
CENTERXYZ,VARIANT,,"[""[\n  -8.788348749828896e-01,\n  4.331798811010470e-01,\n  2.000111324978974e-01\n]"", ""[\n  -8.985213711447397e-01,\n  3.939159622552834e-01,\n  1.936222101843458e-01\n]"", ""[\n  -8.653853696455818e-01,\n  4.862767364009039e-01,\n  1.210086676179241e-01\n]""]",
CRVAL,VARIANT,,"[""[\n  1.534875944633596e+02,\n  1.175349489208645e+01\n]"", ""[\n  1.564626393708596e+02,\n  1.077389498456126e+01\n]"", ""[\n  1.508652722030921e+02,\n  7.161751034097587e+00\n]""]",
RADIUS,FLOAT,,"[1.4167109118779977, 1.7485735288118867, 2.0159876116481006]",
QSCALEOK,NUMBER,,"[3512, 40224, 42181]",
QUAD,NUMBER,,"[271856, 71576, 289304]",
QUADPIX,VARIANT,,"[""[\n  4.287302734375000e+03,\n  1.226925537109375e+03,\n  4.619802246093750e+02,\n  3.025487060546875e+03,\n  1.099175415039062e+03,\n  1.406133178710938e+03,\n  0.000000000000000e+00,\n  0.000000000000000e+00,\n  0.000000000000000e+00,\n  0.000000000000000e+00\n]"", ""[\n  7.550979003906250e+02,\n  2.952213867187500e+03,\n  4.140990722656250e+03,\n  8.512228393554688e+02,\n  1.566681396484375e+03,\n  1.708494873046875e+03,\n  0.000000000000000e+00,\n  0.000000000000000e+00,\n  0.000000000000000e+00,\n  0.000000000000000e+00\n]"", ""[\n  4.716539550781250e+03,\n  3.442007568359375e+03,\n  1.337368164062500e+03,\n  2.547750976562500e+03,\n  2.360578613281250e+03,\n  1.452021362304688e+03,\n  0.000000000000000e+00,\n  0.000000000000000e+00,\n  0.000000000000000e+00,\n  0.000000000000000e+00\n]""]",
PARITY,BOOLEAN,,[false],
HEALPIX,NUMBER,,[-1],
HPNSIDE,NUMBER,,[0],
DIMQUADS,NUMBER,,[3],
