original_column_name,column_name,column_description,data_format,value_description
RecKey,,TEXT. Unique monitoring record key. PK. Example: FA410087.,text,
snap_ts,,TIMESTAMPTZ. Snapshot timestamp. **NULL means snapshot timestamp not recorded.**. Example: 2024-08-21T08:30:21.,timestamp with time zone,
acct_mon,,TEXT. Account reference for monitoring. FK to accounts.,text,
DetectSrc,,"TEXT. Source of detection. Possible values: Algorithm, Manual Review, Pattern Match, User Report.",text,
DetectConf,,REAL. Detection confidence score. **NULL means detection confidence not recorded.**. Example: 0.132.,real,
MonPrio,,"TEXT. Monitoring priority. Possible values: High, Low, Medium, Urgent.",text,
InvestState,,"TEXT. Investigation state. Possible values: Active, Completed, Pending.",text,
ActionDone,,"TEXT. Action taken. **NULL means no action recorded.**. Possible values: Restriction, Suspension, Warning.",text,
RevFreq,,"TEXT. Review frequency. Possible values: Daily, Monthly, Quarterly, Weekly.",text,
LastRev,,DATE. Last review date. Example: 2025/1/1.,date,
NextRev,,DATE. Next review date. Example: 2025/4/10.,date,
ConfScore,,REAL. Confidence score. **NULL means confidence score not assigned.**. Example: 0.253.,real,
FPP,,REAL. False positive probability. Example: 0.692.,real,
MethRel,,REAL. Method reliability score. Example: 0.927.,real,
ModelVer,,TEXT. Model version used. Example: v1.5.,text,
FeatVer,,TEXT. Feature version used. Example: f1.7.,text,
LastUp,,TIMESTAMPTZ. Last update timestamp. Example: 2025/2/18 12:00.,timestamp with time zone,
UpFreqH,,BIGINT. Update frequency in hours. Example: 3.,bigint,
