column_name,column_type,column_description,sample_value,ref_key
total_amount,NUMBER,The total amount charged to passengers. Does not include cash tips.,"[""32.250000000"", ""38.750000000"", ""50.130000000""]",
mta_tax,NUMBER,$0.50 MTA tax that is automatically triggered based on the metered rate in use,"[""0.500000000""]",
tolls_amount,NUMBER,Total amount of all tolls paid in trip.,"[""0E-9"", ""5.760000000"", ""12.500000000""]",
imp_surcharge,NUMBER,$0.30 improvement surcharge assessed on hailed trips at the flag drop. The improvement surcharge began being levied in 2015.,"[""0.300000000""]",
dropoff_location_id,TEXT,TLC Taxi Zone in which the taximeter was disengaged,"[""257"", ""181"", ""239""]",
dropoff_datetime,NUMBER,The date and time when the meter was disengaged,"[1507308243000000, 1506628317000000, 1509993705000000]",
passenger_count,NUMBER,The number of passengers in the vehicle. This is a driver-entered value.,"[1, 2]",
data_file_month,NUMBER,Datafile timestamp month value,"[10, 9, 11]",
tip_amount,NUMBER,Tip amount. This field is automatically populated for credit card tips. Cash tips are not included.,"[""6.450000000"", ""11.570000000"", ""9.750000000""]",
pickup_datetime,NUMBER,The date and time when the meter was engaged,"[1507306005000000, 1506626217000000, 1509991693000000]",
vendor_id,TEXT,"A code indicating the LPEP provider that provided the record. 1= Creative Mobile Technologies, LLC; 2= VeriFone Inc.","[""1"", ""2""]",
trip_type,TEXT,A code indicating whether the trip was a street-hail or a dispatch that is automatically assigned based on the metered rate in use but can be altered by the driver. 1= Street-hail 2= Dispatch,"[""1.0"", ""1""]",
distance_between_service,NUMBER,,[],
trip_distance,NUMBER,The elapsed trip distance in miles reported by the taximeter.,"[""3.900000000"", ""6.260000000"", ""9.300000000""]",
airport_fee,NUMBER,,[],
fare_amount,NUMBER,The time-and-distance fare calculated by the meter,"[""24.000000000"", ""30.500000000"", ""31.000000000""]",
pickup_location_id,TEXT,TLC Taxi Zone in which the taximeter was engaged,"[""33"", ""255"", ""66""]",
extra,NUMBER,"Miscellaneous extras and surcharges. Currently, this only includes the $0.50 and $1 rush hour and overnight charges","[""1.000000000""]",
payment_type,TEXT,A numeric code signifying how the passenger paid for the trip. 1= Credit card 2= Cash 3= No charge 4= Dispute 5= Unknown 6= Voided trip,"[""1""]",
store_and_fwd_flag,TEXT,"This flag indicates whether the trip record was held in vehicle memory before sending to the vendor, aka 'store and forward,' because the vehicle did not have a connection to the server. Y= store and forward trip N= not a store and forward trip","[""N""]",
data_file_year,NUMBER,Datafile timestamp year value,[2017],
rate_code,TEXT,The final rate code in effect at the end of the trip. 1= Standard rate 2=JFK 3=Newark 4=Nassau or Westchester 5=Negotiated fare 6=Group ride,"[""1""]",
ehail_fee,NUMBER,,[],
time_between_service,NUMBER,,[],
