column_name,column_type,column_description,sample_value,ref_key
hash,TEXT,Hash of this block,"[""0xcf5326c1ac7a9bc76f90ec9b7188903c49977e2dbcb749012592f1f9166aba62"", ""0x8a54e2cb5c29df25e56fcd3572e807b848d86d70df38bbe28025b753de96e670"", ""0xd3b49c7843e7fbf0385cb50c7acf2a21c9b13565d60481d734b31d6d6e1aeba7""]",
nonce,TEXT,Difficulty solution specified in block header,"[""0x0ac4077c0b9326e4"", ""0x4cf643080595df19"", ""0x409af6c003358bf8""]",
extra_data,TEXT,,"[""0x""]",
receipts_root,TEXT,,"[""0x89e806edc9d9332e8efe2b537da16aa71ee28192162c540c576eec488001e793"", ""0xdbc0aa3a3cbe84319b3c2663c2b3873d7b44b3f96324173b46b172bf65f86ac1"", ""0x96041ccf32c4d3fddfd7d05956650bfcb1cbecf05a81d29b4b4ee80ef109367b""]",
state_root,TEXT,,"[""0x63e85963a40f0281405dd65d57e6f27bcf694f4b3260ec0f142a71b254528bb9"", ""0x0d7523fdd73d9608823fb634c6bf75435820c55dc38ff73f08dfe216b5d18a7a"", ""0x72cb415743ccff1f70e677dfa77fb8f584dd65483f70b3de1645e47b767a9074""]",
miner,TEXT,,"[""0xf3b9d2c81f2b24b0fa0acaaa865b7d9ced5fc2fb""]",
transaction_count,NUMBER,Number of transactions included in this block,"[103, 130, 121]",
total_difficulty,NUMBER,,"[""5053204936794953558848.000000000"", ""5047936796321690252596.000000000"", ""5054479629228330254249.000000000""]",
parent_hash,TEXT,,"[""0x7d1daeed5bb2bc25bfa2adea08f12ac34ced255613b1f81e05901c365f4b1d32"", ""0x503476bdb0b566a78ddeb8bc2a5b570924a36f2fdc7167d0fa36dbeaeb4520f7"", ""0x28fb8593dc30635a47f0f7698558855d05ebe2dc9aff29e943cb01d1549bb713""]",
sha3_uncles,TEXT,,"[""0x1dcc4de8dec75d7aab85b567b6ccd41ad312451b948a7413f0a142fd40d49347""]",
size,NUMBER,The size of block data in bytes,"[27519, 21481, 20905]",
gas_limit,NUMBER,,"[7980567, 7988374, 7995996]",
number,NUMBER,The number of the block,"[5875076, 5873509, 5875464]",
gas_used,NUMBER,,"[7970437, 7971359, 7973434]",
timestamp,NUMBER,Block creation timestamp specified in block header,"[1530279523000000, 1530255101000000, 1530284989000000]",
logs_bloom,TEXT,,"[""0xe1023fc1247c5120022420803014c60a40047141181001080308213a8603830ca58000048800412411bc0820a1080228e603441200288082002040085124b24041806319220004898189080e9018a105300000009bec690000017161938000000a00810a1221840090b3011810042c00003b038ba50910080001809c642ac18000e50c20002e2000100a0448840782d600e000b14a40000050142811840600093680181c60c3ac8108400b0511cdd03053512c203a10be004e2901830045448814000322818d602005e101004227a2e0108069a501412d6c22041022c40cec06321021402460141000404250a8008020022905010c0000401629422400d12380"", ""0x61508102651a02b804006503a729020842a4116c498000088ac185b210ac5220880285192004390c63916846534c04224aa61002f8027091529c001684642220854a3065b829250d4845500842113460514a1248082101080000484211b1a004705000250603162c08a7082050012da40a010a103fc4e00041450b19904806000828181700822034a0043ca08182a000005721d22282290544f02a8138c561080a1090014802b82892500841730a8400490029220a20000e08cd828102042129501a0082019624021b4042830294492a4202741700080804098e01054000ba2a0e56610181100e0070c24284d0d1801431484b30062b44468080a82910091336"", ""0x060600500800042400090a8d440e80220444b94840180c208b0014202c6940ea702048890100020010100040f509060843084204880882891c018010002cc01801810254400020190254100880181020520000c0900c0008411200244a449040012000210290088024c0402c21004a1040090204088601418020203114280080500500484e2100800846b4208087e000000000c000000244d0411a88003730324b0708020040149100c051405814800813e5a82010408000080010581200310242300042442120048500431400804410184a2c25401a082026811684021064012414210080051202805040808088a0045400404184c0020481a0580800310001""]",
difficulty,NUMBER,,"[""3270516286141262.000000000"", ""3454068746553944.000000000"", ""3325022667093859.000000000""]",
transactions_root,TEXT,,"[""0xafdfaf62b3b4aad38015a63dfa560803f554b75c2da01cdc853df210fac80395"", ""0x91c784ebb01146ce44ce0b5292e6bb762169cce5ec483bcaddb678fca786f82e"", ""0x0b12836ecd34644920b7dc669ff630395e26b0aa531d5bb8d6f174472d3d3472""]",
