column_name,column_type,column_description,sample_value,ref_key
DEAL_FEE,NUMBER,,"[0, 150, 300]",
ID,NUMBER,,"[1162, 1382, 1378]",
SALES,FLOAT,,"[0.0, 101.96, 14819.75]",
SKU_COUNT,NUMBER,,"[1, 5, 2]",
_REVISION,NUMBER,,[473],
FEE_TO_SALES_RATIO,FLOAT,,"[0.0, 1.471, 0.02]",
DEAL_TYPE,TEXT,,"[""BEST_DEAL"", ""LIGHTNING_DEAL""]",
START_DATE,TIMESTAMP_LTZ,,"[""2021-01-25 00:00:00-08:00"", ""2021-10-05 06:00:00-07:00"", ""2021-10-04 04:25:00-07:00""]",
RAW_RECORD,TEXT,,[],
UNITS_SOLD,NUMBER,,"[0, 4, 595]",
_LAST_UPDATED_ON,TIMESTAMP_LTZ,,"[""2023-01-10 13:33:52-08:00""]",
_PARTNERUUID,TEXT,,"[""0ba25d78-760e-4541-8eca-e4ff8292d0b1""]",
_CREATED_ON,TIMESTAMP_LTZ,,"[""2022-11-10 15:54:07-08:00""]",
CONVERSION_RATE,FLOAT,,"[0.0, 0.034, 0.051]",
STATUS,TEXT,,"[""CANCELLED"", ""ENDED""]",
END_DATE,TIMESTAMP_LTZ,,"[""2021-01-31 23:45:00-08:00"", ""2021-10-05 18:00:00-07:00"", ""2021-10-04 16:25:00-07:00""]",
DEAL_ID,TEXT,,"[""ID_163"", ""ID_383"", ""ID_379""]",
INTERNAL_DESCRIPTION,TEXT,,"[""Random Description""]",
UNITS_COMMITTED,NUMBER,,"[1, 18181, 280]",
GLANCE_VIEWS,NUMBER,,"[0, 116, 11581]",
