column_name,column_type,column_description,sample_value,ref_key
OPEN_PURCHASE_ORDER_QUANTITY,NUMBER,,"[1841, 348, 2227]",
RECEIVE_FILL_RATE_LAST_YEAR,FLOAT,,[],
DATE,TIMESTAMP_LTZ,,"[""2021-01-12 00:00:00-08:00"", ""2021-01-14 00:00:00-08:00""]",
OPEN_PURCHASE_ORDER_QUANTITY_PRIOR_PERIOD,FLOAT,,[],
ASIN,TEXT,,"[""ASIN_5"", ""ASIN_11"", ""ASIN_2""]",
UNHEALTHY_UNITS_PRIOR_PERIOD,FLOAT,,[],
DISTRIBUTOR_VIEW,TEXT,,"[""Manufacturing"", ""Sourcing""]",
NET_RECEIVED_UNITS,NUMBER,,[0],
SELLABLE_ON_HAND_UNITS_LAST_YEAR,FLOAT,,[],
NET_RECEIVED_LAST_YEAR,FLOAT,,[],
UNSELLABLE_ON_HAND_UNITS,NUMBER,,"[10, 490, 16]",
SELL_THROUGH_RATE_LAST_YEAR,FLOAT,,[],
SELLABLE_ON_HAND_INVENTORY,FLOAT,,"[128203.63, 64500.96, 164331.69]",
NET_RECEIVED_PRIOR_PERIOD,FLOAT,,[],
SELLABLE_ON_HAND_INVENTORY_PRIOR_PERIOD,FLOAT,,[],
OVERALL_VENDOR_LEAD_TIME_DAYS,FLOAT,,"[0.0, 11.54]",
AGED_90PLUS_DAYS_SELLABLE_UNITS_LAST_YEAR,FLOAT,,[],
SELL_THROUGH_RATE,FLOAT,,[0.0],
_PARTNERUUID,TEXT,,"[""0ba25d78-760e-4541-8eca-e4ff8292d0b1""]",
VENDOR_CONFIRMATION_RATE,FLOAT,,"[0.0, 1.0]",
AGED_90PLUS_DAYS_SELLABLE_UNITS,NUMBER,,"[425, 267, 133]",
OVERALL_VENDOR_LEAD_TIME_DAYS_LAST_YEAR,FLOAT,,[],
OPEN_PURCHASE_ORDER_QUANTITY_LAST_YEAR,FLOAT,,[],
_REVISION,NUMBER,,"[2, 1]",
UNHEALTHY_INVENTORY_LAST_YEAR,FLOAT,,[],
PROCURABLE_PRODUCT_OOS,FLOAT,,[0.0],
UNHEALTHY_INVENTORY,FLOAT,,[0.0],
AGED_90PLUS_DAYS_SELLABLE_INVENTORY_LAST_YEAR,FLOAT,,[],
PRODUCT_TITLE,TEXT,,"[""TITLE_5"", ""TITLE_11"", ""TITLE_2""]",
SELL_THROUGH_RATE_PRIOR_PERIOD,FLOAT,,[],
_LAST_UPDATED_ON,TIMESTAMP_LTZ,,"[""2023-01-11 08:45:26-08:00"", ""2023-01-12 08:24:28-08:00"", ""2022-12-26 11:48:03-08:00""]",
UNFILLED_CUSTOMER_ORDERED_UNITS,NUMBER,,"[348, 0, 413]",
NET_RECEIVED_UNITS_LAST_YEAR,FLOAT,,[],
RAW_RECORD,TEXT,,[],
PERIOD,TEXT,,"[""DAILY""]",
NET_RECEIVED,FLOAT,,[0.0],
SELLABLE_ON_HAND_UNITS,NUMBER,,"[2846, 3984, 2819]",
PROGRAM,TEXT,,"[""Amazon Retail""]",
VENDOR_CONFIRMATION_RATE_LAST_YEAR,FLOAT,,[],
UNSELLABLE_ON_HAND_INVENTORY_PRIOR_PERIOD,FLOAT,,[],
NET_RECEIVED_UNITS_PRIOR_PERIOD,FLOAT,,[],
UNHEALTHY_UNITS,NUMBER,,[0],
SELLABLE_ON_HAND_INVENTORY_LAST_YEAR,FLOAT,,[],
RECEIVE_FILL_RATE,FLOAT,,"[0.0, 1.0]",
UNHEALTHY_INVENTORY_PRIOR_PERIOD,FLOAT,,[],
VENDOR_CONFIRMATION_RATE_PRIOR_PERIOD,FLOAT,,[],
PROCURABLE_PRODUCT_OOS_PRIOR_PERIOD,FLOAT,,[],
UNFILLED_CUSTOMER_ORDERED_UNITS_LAST_YEAR,FLOAT,,[],
PROCURABLE_PRODUCT_OOS_LAST_YEAR,FLOAT,,[],
AGED_90PLUS_DAYS_SELLABLE_INVENTORY_PRIOR_PERIOD,FLOAT,,[],
RECEIVE_FILL_RATE_PRIOR_PERIOD,FLOAT,,[],
_CREATED_ON,TIMESTAMP_LTZ,,"[""2023-01-11 08:44:17-08:00"", ""2023-01-12 08:24:28-08:00"", ""2022-12-26 11:48:03-08:00""]",
OVERALL_VENDOR_LEAD_TIME_DAYS_PRIOR_PERIOD,FLOAT,,[],
AGED_90PLUS_DAYS_SELLABLE_UNITS_PRIOR_PERIOD,FLOAT,,[],
UNSELLABLE_ON_HAND_UNITS_LAST_YEAR,FLOAT,,[],
UNHEALTHY_UNITS_LAST_YEAR,FLOAT,,[],
ID,NUMBER,,"[9, 22, 53]",
UNSELLABLE_ON_HAND_INVENTORY_LAST_YEAR,FLOAT,,[],
UNFILLED_CUSTOMER_ORDERED_UNITS_PRIOR_PERIOD,FLOAT,,[],
UNSELLABLE_ON_HAND_INVENTORY,FLOAT,,"[443.14, 7933.1, 874.65]",
AGED_90PLUS_DAYS_SELLABLE_INVENTORY,FLOAT,,"[18419.05, 4322.73, 7755.23]",
SELLABLE_ON_HAND_UNITS_PRIOR_PERIOD,FLOAT,,[],
UNSELLABLE_ON_HAND_UNITS_PRIOR_PERIOD,FLOAT,,[],
