column_name,column_type,column_description,sample_value,ref_key
AGREEMENT_ID,TEXT,,"[""ID_456""]",
INVOICE_ID,TEXT,,"[""ID_385""]",
_REVISION,NUMBER,,[37],
PROMOTION_ID,TEXT,,"[""ID_469""]",
CLIPPED_SOURCE,TEXT,,"[""DEFAULT"", ""AMG""]",
_PARTNERUUID,TEXT,,"[""0ba25d78-760e-4541-8eca-e4ff8292d0b1""]",
_LAST_UPDATED_ON,TIMESTAMP_LTZ,,"[""2023-01-10 23:00:28-08:00""]",
CLIP_FEE,FLOAT,,[0.0],
CLIPPED_COUPONS,FLOAT,,"[64.0, 2.0, 61.0]",
PROMOTION_DESCRIPTION,TEXT,,"[""Random Description""]",
TOTAL_CLIP_FEE,FLOAT,,[0.0],
_CREATED_ON,TIMESTAMP_LTZ,,"[""2023-01-10 22:55:47-08:00""]",
INVOICE_DATE,TIMESTAMP_LTZ,,"[""2023-01-10 00:00:00-08:00""]",
ID,NUMBER,,"[22211, 22223, 22222]",
CLIP_DAY,TIMESTAMP_LTZ,,"[""2023-01-09 00:00:00-08:00"", ""2023-01-02 00:00:00-08:00"", ""2023-01-01 00:00:00-08:00""]",
