original_column_name,column_name,column_description,data_format,value_description
histcompref,,A VARCHAR(20) primary key referencing credit_and_compliance(CompBankRef).,character varying,
newaccage,,"A SMALLINT for the newest account age in years (e.g., '1').",smallint,
avgaccage,,"A NUMERIC(4,1) for average account age (e.g., '4.5').",numeric,
accmixscore,,"A NUMERIC(4,3) measuring account mix (e.g., '0.765').",numeric,
credlimusage,,"A NUMERIC(4,3) ratio of used to available credit limit (e.g., '0.350').",numeric,
payconsist,,"A NUMERIC(4,3) capturing how consistent payments are (e.g., '0.900').",numeric,
recentbeh,,"An enum (RecentCreditBehavior_enum) describing recent credit behavior (Stable, Improving, Deteriorating).",USER-DEFINED,
seekbeh,,"An enum (CreditSeekingBehavior_enum) for seeking new credit (High, Medium, Low).",USER-DEFINED,
cardcount,,"A SMALLINT counting how many credit cards the user has (e.g., '2').",smallint,
totcredlimit,,"A DECIMAL(14,2) indicating total credit limit (e.g., '15000.00').",numeric,
credutil,,"A DECIMAL(5,3) capturing overall credit utilization (e.g., '0.350').",numeric,
cardpayhist,,"An enum (PaymentHistory_enum) describing credit card payment history. Possible values: Poor, Fair, Good, Excellent, Current, Past.",USER-DEFINED,
loancount,,"A SMALLINT counting how many loan accounts exist (e.g., '2').",smallint,
activeloan,,"A SMALLINT indicating how many loans are active (e.g., '1').",smallint,
totloanamt,,"A BIGINT for total loan amount (e.g., '80000').",bigint,
loanpayhist,,"An enum (PaymentHistory_enum) storing loan payment history. Possible values: Poor, Fair, Good, Excellent, Current, Past.",USER-DEFINED,
custservint,,"A SMALLINT for the number of customer service interactions (e.g., '2').",smallint,
complainthist,,"An enum (ComplaintHistory_enum) labeling complaint history (Low, Medium, High).",USER-DEFINED,
produsescore,,"A NUMERIC(5,3) measuring how many financial products are used (e.g., '0.550').",numeric,
chanusescore,,"A NUMERIC(5,3) capturing channel usage diversity (e.g., '0.780').",numeric,
custlifeval,,"A DECIMAL(14,2) for the customer’s lifetime value (e.g., '12000.00').",numeric,
