original_column_name,column_name,column_description,data_format,value_description
emplcoreref,,A VARCHAR(20) primary key referencing core_record(CoreRegistry).,character varying,
emplstat,,"An enum (EmploymentStatus_enum) for employment status (Self-employed, Employed, Unemployed, Retired).",USER-DEFINED,
empllen,,"A SMALLINT indicating length of employment in years (e.g., '5').",smallint,
joblabel,,"An enum (JobTitle_enum) labeling the job (Manager, Teacher, Doctor, Other, Engineer).",USER-DEFINED,
indsector,,"An enum (IndustrySector_enum) naming the sector (Education, Technology, Healthcare, Finance, Other).",USER-DEFINED,
employerref,,"A TEXT field storing the employer name (e.g., 'ABC Corp').",text,
annlincome,,"A DECIMAL(12,2) capturing annual income in currency units (e.g., '65000.00').",numeric,
mthincome,,"A DECIMAL(12,2) capturing monthly income (e.g., '5400.00').",numeric,
incverify,,"An enum (IncomeVerification_enum) describing income verification status (Pending, Verified, Failed).",USER-DEFINED,
incstabscore,,"A REAL score of how stable the income is (e.g., '7.5').",real,
addincome,,"A DECIMAL(12,2) indicating additional income (e.g., '500.00').",numeric,
addincomesrc,,"An enum (AdditionalIncomeSource_enum) for source of additional income (Investment, Rental, Part-time).",USER-DEFINED,
hshincome,,"A DECIMAL(12,2) capturing total household income (e.g., '90000.00').",numeric,
emplstable,,"A SMALLINT rating how stable the employment is (e.g., '4').",smallint,
indrisklvl,,"An enum (Risk3_enum) indicating industry risk (Low, Medium, High).",USER-DEFINED,
occrisklvl,,"An enum (Risk3_enum) indicating occupation risk (Low, Medium, High).",USER-DEFINED,
incsrcrisk,,"An enum (Risk3_enum) for income source risk (Low, Medium, High).",USER-DEFINED,
georisk,,"An enum (Risk3_enum) for geographic risk (Low, Medium, High).",USER-DEFINED,
demrisk,,"An enum (Risk3_enum) capturing demographic risk (Low, Medium, High).",USER-DEFINED,
edulevel,,"An enum (EducationLevel_enum) labeling education (Doctorate, High School, Master, Bachelor).",USER-DEFINED,
debincratio,,"A DECIMAL(5,3) for debt-to-income ratio (e.g., '0.320').",numeric,
