column_name,column_type,column_description,sample_value,ref_key
StateAbbrev,TEXT,The abbreviated form or code representing the state where the block group is located.,"[""NY""]",
BlockGroupPolygon,TEXT,"The geometric representation of the block group as a polygon, defined by its boundary coordinates.",[],
BlockGroupCode,TEXT,A code that uniquely identifies the block group within a census tract.,"[""1"", ""2"", ""4""]",
StateCountyTractID,TEXT,"A unique identifier combining the state, county, and tract codes to represent the block group's location.","[""36051030600"", ""36051031200"", ""36051030100""]",
TractCode,TEXT,A code that identifies the census tract to which the block group belongs.,"[""030600"", ""031200"", ""030100""]",
AmtLand,NUMBER,The amount of land area covered by the block group.,"[79113792, 3482885, 53776209]",
BlockGroupCentroidLon,TEXT,The longitude coordinate of the block group's centroid.,"[""-077.6086725"", ""-077.6123032"", ""-077.9224627""]",
StateName,TEXT,The name of the state where the block group is located.,"[""New York""]",
BlockGroupName,TEXT,The name or label assigned to the block group.,"[""Block Group 1"", ""Block Group 2"", ""Block Group 4""]",
MTFCC,TEXT,"The MAF/TIGER Feature Class Code, which categorizes the geographic feature represented by the block group.","[""G5030""]",
CountyName,TEXT,The name of the county where the block group is situated.,"[""Livingston""]",
GeographyYear,TEXT,The year associated with the geographical data of the block group.,"[""2020""]",
AmtWater,NUMBER,"The amount of water area (such as lakes, rivers, or oceans) within the boundaries of the block group.","[137228, 0, 109089]",
BlockGroupCentroidLat,TEXT,"The latitude coordinate of the block group's centroid, which represents the central point of the block group.","[""+42.8958887"", ""+42.9069388"", ""+42.5304051""]",
BlockGroupID,TEXT,A unique identifier for a specific block group within a geographic area.,"[""360510306001"", ""360510306002"", ""360510312004""]",
BlockGroupCentroidPoints,TEXT,The precise point location (latitude and longitude) of the block group's centroid.,"[""{\""type\"":\""Point\"", \""coordinates\"":[-77.6086725,42.8958887]}"", ""{\""type\"":\""Point\"", \""coordinates\"":[-77.6123032,42.9069388]}"", ""{\""type\"":\""Point\"", \""coordinates\"":[-77.9224627,42.5304051]}""]",
FuncStat,TEXT,"The functional status of the block group, indicating its statistical purpose.","[""S""]",
StateFIPS,TEXT,The Federal Information Processing Standard (FIPS) code that represents the state where the block group is located.,"[""36""]",
CountyFIPS,TEXT,The FIPS code that identifies the county where the block group is situated.,"[""051""]",
