column_name,column_type,column_description,sample_value,ref_key
CloneLength,NUMBER,"length of clone description string -- usually between 8 and 24 characters, but can be up to 2199 characters",[7],
CaseNo,TEXT,"case number, usually between 1 and 10, but can also be an arbitrary string, eg 'A11'","[""33"", ""8"", ""18""]",
ChromoMin,NUMBER,"most common values are between '42' and '51', but minimum value is '0' and maximum is '409'",[45],
CloneLong,TEXT,"usually blank, but if the clone description is very long, that string will be stored here",[],
CloneShort,TEXT,"shorter, sometimes truncated clone description, eg '45,X,-Y' or '46,Xy,t(8;21)(q22;q22)'","[""45,X,-X"", ""45,X,-Y""]",
InvNo,NUMBER,"investigation number, between 1 and 9",[1],
RefNo,NUMBER,"reference number, eg '14620'","[4018, 11389, 5150]",
CloneNo,NUMBER,"clone number, between 1 and 58","[6, 5, 13]",
ChromoMax,NUMBER,"most common values are between '43' and '52', but minimum value is '0' and maximum is '409'",[45],
Sole,TEXT,T/F flag indicating whether or not this is the sole abnormality,"[""T""]",
