column_name,column_type,column_description,sample_value,ref_key
Flagga1,TEXT,unknown field -- either blank (443 rows) or '1' (41 rows),[],
Kortnamn,TEXT,"the 'short' name corresponding to this code, eg 'Adipo'","[""Lat Am"", ""EC"", ""N Am""]",
Benamning,TEXT,"the 'long' name corresponding to this code, eg 'Vascular and perivascular tumors (all subtypes)'","["" "", ""Latin America unspec"", ""Ecuador""]",
Flagga4,TEXT,this field is always blank,[],
Inregdatum,TEXT,"this field contains a date, eg 'Jul 7 2000 12:00AM' or 'Jan 9 2014 12:00AM'",[],
GiltigTill,TEXT,"this field contains a date far into the future, eg 'Dec 27 2063 12:00AM'",[],
KodTyp,TEXT,"this field indicates the type of the code -- there are 7 types: 'MORPH' (morphology), 'GEO' (geography), 'TOP' (topography), 'HER' (heredity), 'TISSUE', 'TREAT' (treatment), and 'RACE'","[""GEO""]",
Aktiv,TEXT,"whether or not this code is active -- almost always 'J' (yes), but is 'N' once and blank once","["" "", ""J""]",
Intern,TEXT,"whether or not this code is internal -- almost always 'J' (yes), but is 'N' once and blank once","["" "", ""N""]",
Kod,TEXT,this field contains the 'code' which can be something like '5230' or '02' or 'O' -- there are 470 unique codes,"["" "", ""2000"", ""2045""]",
Notering,TEXT,this field is always blank,[],
Flagga2,TEXT,this field is always blank,[],
Flagga3,TEXT,this field is always blank,[],
GiltigFran,TEXT,this field appears to contain the same date,[],
