column_name,column_type,column_description,sample_value,ref_key
all_tags,VARIANT,,"[""[]""]",
changeset,NUMBER,,"[76357152, 63140610, 72606663]",
longitude,NUMBER,,"[""-40.892892400"", ""-40.963735700"", ""-40.856078900""]",
username,TEXT,,"[""importES""]",
latitude,NUMBER,,"[""-19.787685100"", ""-19.771802700"", ""-19.726630600""]",
id,NUMBER,,"[6927827940, 5949962528, 6643961210]",
osm_timestamp,NUMBER,,"[1572369059000000, 1538519269000000, 1563979319000000]",
geometry,BINARY,,"[""bytearray(b'\\x01\\x01\\x00\\x00\\x00ilTLJrD\\xc0\\xe7\\x0b\\x10\\xbb\\xa5\\xc93\\xc0')"", ""bytearray(b'\\x01\\x01\\x00\\x00\\x00m\\xbe\\x00\\xb1[{D\\xc0\\xe9v\\x9b\\xdc\\x94\\xc53\\xc0')"", ""bytearray(b'\\x01\\x01\\x00\\x00\\x00\\xd8%O\\xfe\\x93mD\\xc0\\xdbE\\x87v\\x04\\xba3\\xc0')""]",
visible,BOOLEAN,,[true],
version,NUMBER,,[1],
