column_name,column_type,column_description,sample_value,ref_key
status,TEXT,Service request status. Duplicate statuses indicate that issue had previously been reported recently.,"[""Closed""]",
latitude,FLOAT,Service request location latitude coordinate.,"[30.19211278, 30.19446507, 30.1925829]",
close_date,NUMBER,Date Service request was closed.,"[1596178206000000, 1523713024000000, 1444990893000000]",
status_change_date,NUMBER,"Date of last Service request status change. Status changes occur when service request moves from one status to another. I.E. new to open, open to closed.","[1596178206000000, 1523713024000000, 1444990893000000]",
unique_key,TEXT,The service request tracking number.,"[""20-00299938"", ""18-00105455"", ""15-00246583""]",
city,TEXT,Parsed location information. City.,"[""AUSTIN""]",
location,TEXT,Service request location latitude and longitude coordinates.,"[""(30.19211278, -97.77308322)"", ""(30.19446507, -97.78124953)"", ""(30.1925829, -97.77804101)""]",
map_tile,TEXT,Service request location corresponding map tile.,"[""MG16""]",
county,TEXT,Parsed location information. County.,"[""TRAVIS""]",
incident_address,TEXT,Service location of Service request.,"[""600 E WILLIAM CANNON DR, AUSTIN, TX 78745"", ""208 W WILLIAM CANNON DR, AUSTIN, TX 78745"", ""115 E WILLIAM CANNON DR, AUSTIN, TX 78745""]",
state_plane_y_coordinate,FLOAT,State plane Y coordinate.,"[10042916.001066, 10043712.0028692, 10043050.9206024]",
state_plane_x_coordinate,TEXT,State plane X coordinate.,"[""3105393.24918669"", ""3102794.25241984"", ""3103823.37927086""]",
street_name,TEXT,Parsed location information. Street name.,"[""WILLIAM CANNON""]",
map_page,TEXT,Service request location corresponding map page.,"[""644X""]",
last_update_date,NUMBER,"Date Service request was updated. Last date Service request received updates. Updates may include creation, status changes, or changes to data in Service request.","[1596178206000000, 1523713024000000, 1444990894000000]",
created_date,NUMBER,Date Service request was created.,"[1595502808000000, 1523532564000000, 1444917724000000]",
source,TEXT,Contact method Service request was received from. Mass entry requests are submitted by dept. in groups after work is completed.,"[""Phone""]",
incident_zip,TEXT,Parsed location information. Zip code.,"[""78745""]",
longitude,FLOAT,Service request location longitude coordinate.,"[-97.77308322, -97.78124953, -97.77804101]",
street_number,TEXT,Parsed location information. Street number.,"[""600"", ""208"", ""115""]",
council_district_code,NUMBER,Council district corresponding to Service request location. Locations outside of the City of Austin jurisdiction will not have a council district.,[2],
complaint_description,TEXT,Service request type,"[""Traffic Signal - Maintenance"", ""Loose Dog"", ""ARR Dead Animal Collection""]",
