original_column_name,column_name,column_description,data_format,value_description
OP_MAINT_ID,,BIGSERIAL. Unique identifier for operation and maintenance record. PK.,bigint,
equipRef,,TEXT. Reference to the equipment. FK to Equipment.EQUIP_CODE.,text,
OPER_hours,,REAL. Total operational hours of the equipment. Example: 17843.,real,
maintCycleHrs,,REAL. Maintenance cycle hours. **NULL means no maintenance cycle defined.**. Example: 2047.0.,real,
LAST_maint_date,,DATE. Date of the last maintenance. **NULL means no maintenance date provided.**. Example: 25-Feb-24.,date,
NEXT_due_date,,DATE. Date of the next scheduled maintenance. **NULL means no next maintenance date provided.**. Example: 2025/11/16.,date,
OPER_status,,"TEXT. Operational status of the equipment. Possible values: Active, Maintenance, Repair, Standby, Storage.",text,
MAINT_COST_usd,,REAL. Maintenance cost in USD. Example: 7632.51.,real,
repairCostUsd,,REAL. Repair cost in USD. Example: 3297.13.,real,
operating_cost_usd,,REAL. Operating cost in USD. **NULL means no operating cost recorded.**. Example: 338.79.,real,
crewCertStatus,,"TEXT. Certification status of the crew. Possible values: Expired, Pending, Valid.",text,
inspect_status,,"TEXT. Inspection status of the equipment. Possible values: Failed, Passed, Pending.",text,
COMPLIANCE_state,,"TEXT. Compliance state of the equipment. **NULL means no compliance state recorded.**. Possible values: Compliant, Non-compliant, Review.",text,
docu_status,,"TEXT. Documentation status for the equipment. Possible values: Complete, Incomplete, Updated.",text,
comm_link,,BIGINT. Optional reference to communication link.,bigint,
