column_name,column_type,column_description,sample_value,ref_key
name,TEXT,,"[""Macon-Bibb County, GA"", ""Lincoln, NE"", ""Montgomery, AL""]",
area_water_meters,FLOAT,,"[36457662.0, 34392021.0, 187131450.0]",
cbsa_fips_code,TEXT,,"[""31420"", ""30700"", ""33860""]",
cbsa_geom,BINARY,,[],
csa_geo_id,TEXT,,"[""356"", ""339"", ""388""]",
lsad_code,TEXT,,"[""M1""]",
msa_indicator,TEXT,,"[""1""]",
area_land_meters,FLOAT,,"[4464115654.0, 3649266235.0, 7029590158.0]",
internal_point_geom,BINARY,,"[""bytearray(b'\\x01\\x01\\x00\\x00\\x00\\xa2\\x97Q,\\xb7\\xedT\\xc0\\xacf\\xe7~\\x98m@@')"", ""bytearray(b'\\x01\\x01\\x00\\x00\\x00j\\xe7\\xea}\\x997X\\xc0\\xd8\\xac\\x8ew\\xa2hD@')"", ""bytearray(b'\\x01\\x01\\x00\\x00\\x00[\\x1d\\xa5\\xb7\\xe4\\x99U\\xc0m\\xf2\\xa5\\x01\\xcd.@@')""]",
lsad_name,TEXT,,"[""Macon-Bibb County, GA Metro Area"", ""Lincoln, NE Metro Area"", ""Montgomery, AL Metro Area""]",
internal_point_longitude,FLOAT,,"[-83.714305, -96.8687434, -86.4045848]",
internal_point_latitude,FLOAT,,"[32.8562163, 40.8174581, 32.3656313]",
mtfcc_feature_class_code,TEXT,,"[""G3110""]",
geo_id,TEXT,,"[""31420"", ""30700"", ""33860""]",
