original_column_name,column_name,column_description,data_format,value_description
investregistry,,"Primary key (VARCHAR(30)) for an investigation record (e.g., 'INV-abc123').",character varying,
investstat,,"An enum (InvestStat_enum) for investigation status (Monitoring, Closed, Active).",USER-DEFINED,
lawinterest,,"An enum (RiskLevel_enum) for law enforcement interest (Low, Medium, High, Unknown).",USER-DEFINED,
regrisklvl,,"An enum (RiskLevel_enum) describing regulatory risk (Low, Medium, High, Unknown).",USER-DEFINED,
compliancescore,,"A NUMERIC(4,2) (0–99.99) measuring how compliant the subject is (e.g., 75.50).",numeric,
investpriority,,"An enum (InvestPriority_enum) for priority (Low, Medium, High).",USER-DEFINED,
resptimemins,,"An INT for average response time in minutes (e.g., 45).",integer,
escalationlevel,,"An enum (EscalationLevel_enum) describing how far it's escalated (Level1, Level2, Level3).",USER-DEFINED,
casestatus,,"An enum (CaseStatus_enum) describing the case state (New, In Progress, Resolved, Closed).",USER-DEFINED,
resolutiontimehours,,"A SMALLINT for hours from case open to resolution (e.g., 72).",smallint,
actiontaken,,"An enum (ActionTaken_enum) describing final actions (Termination, Warning, Restriction).",USER-DEFINED,
followuprequired,,"An enum (FollowupRequired_enum) (Yes, No) for follow-up necessity.",USER-DEFINED,
reviewfrequency,,"An enum (ReviewFrequency_enum) for re-check intervals (Weekly, Monthly, Daily).",USER-DEFINED,
nextreviewdate,,"A DATE specifying the next scheduled review (e.g., '2025-06-01').",date,
notescount,,"A SMALLINT tally of internal notes on the case (e.g., 4).",smallint,
dataretentionstatus,,"An enum (DataRetentionStatus_enum) describing how data is stored (Deleted, Active, Archived).",USER-DEFINED,
lastupdated,,"A TIMESTAMP capturing last update time (e.g., '2025-03-30 14:00:00').",timestamp without time zone,
updatefrequencyhours,,"An INT for how often the case is updated or reviewed automatically (e.g., 24).",integer,
secref,,FK referencing SecurityMonitoring(SecMonRegistry). Ties the investigation to security data.,character varying,
riskref,,FK referencing RiskAnalysis(RiskRegistry). Associates the investigation with a risk record.,character varying,
