column_name,column_type,column_description,sample_value,ref_key
days_to_last_followup,NUMBER,"If vital_status indicates 'alive', then this is the number of days from the date of diagnosis to the last followup (communication contact).",[],
tumor_type,TEXT,"Tumor Type; e.g. Primary, Type 1, Type 2",[],
tumor_tissue_site,TEXT,"The location on the body where the tumor exists; e.g. Brain, Ovary, Lung, etc.",[],
number_of_lymphnodes_examined,NUMBER,The number of lymph nodes examined ,[],
race,TEXT,"The race of a participant, independent from ethnicity; e.g. White, Black or African American, Asian, Native Hawaiian or other Pacific Islander, American Indian or Alaska Native",[],
hpv_calls,TEXT,"HPV strains; e.g. HPV18, HPV45, etc.",[],
venous_invasion,TEXT,"Indicator if large vessel or venous invasion was detected by surgery or presence in a tumor specimen; e.g. Yes, No",[],
mononucleotide_and_dinucleotide_marker_panel_analysis_status,TEXT,"Status of the mononucleotide and dinucleotide marker panel analysis; microsatellite-stable (MSS), low level MSI (MSI-L) if less than 40% of markers were altered and high level MSI (MSI-H) if greater than 40% of markers were altered",[],
days_to_birth,NUMBER,"Days since birth (a negative value, relative to the date of diagnosis which is considered to be t=0)",[],
lymphatic_invasion,TEXT,"Indicator if small or thin-walled vessel invasion is present, indicating lymphatic involvement; e.g. Yes, No",[],
primary_therapy_outcome_success,TEXT,"Kind of outcome achieved after the completion of the initial course of treatment; e.g. Complete Remission/Response, Progressive Disease, etc.",[],
weight,NUMBER,Weight of participant in kilograms,[],
year_of_diagnosis,NUMBER,Four digit year of the diagnosis,[],
other_malignancy_histological_type,TEXT,"The histological type of cancer of the other malignancy; e.g. Adenosquamous, Astrocytoma, etc.",[],
days_to_submitted_specimen_dx,TEXT,Numeric value to represent the day of the diagnosis for the submitted sample.,[],
pathologic_stage,TEXT,"The stage of the cancer, based on surgery or biopsy; e.g. Stage I, Stage II, Stage III, Stage IV",[],
pregnancies,TEXT,"The number of times (including currently if it applies) that a female participant has been pregnant, regardless of outcome.",[],
h_pylori_infection,TEXT,"Indicator of previous or current diagnosis of Helicobactor pylori infection; e.g. Yes, No, Never, Current",[],
clinical_N,TEXT,"The clinical N score is a rating of the extent of cancer within nearby lymph nodes, based on results of tests done before surgery, such as physical exams and imaging scans; e.g. N1, N2, N3",[],
tobacco_smoking_history,NUMBER,"Category describing current smoking status and smoking history as self-reported by a participant.; e.g. 1, 2, etc.",[],
other_malignancy_type,TEXT,"Indicates whether another malignancy occurred before or at the same time; e.g. Prior Malignancy, Synchronous Malignancy",[],
days_to_initial_pathologic_diagnosis,NUMBER,The number of days to initial pathologic diagnosis,[],
bmi,FLOAT,Body Mass Index of participant,[],
residual_tumor,TEXT,"Status of the tissue margin following surgical resection; e.g. R0, R1, R2, RX",[],
days_to_death,NUMBER,"If vital_status indicates 'dead', then this is the number of days to death (a positive value) relative to the date of diagnosis.",[],
height,NUMBER,Height of participant in centimeters,[],
history_of_neoadjuvant_treatment,TEXT,"Describes the patient's history of neoadjuvant treatment and the kind of treament given prior to resection of the tumor; e.g. Yes, Pharmaceutical Treatment Prior to Resection, etc.",[],
icd_o_3_site,TEXT,"Code that represents the site of the disease using the third edition of the International Classification of Diseases for Oncology, published in 2000, used principally in tumor and cancer registries for coding the site (topography) and the histology (morphology) of neoplasms",[],
country,TEXT,"Country of the participant; e.g. Germany, United States, Canada, etc.",[],
case_barcode,TEXT,TCGA patient/case barcode; e.g. TCGA-06-0119,"[""TCGA-2G-AALF"", ""TCGA-2G-AALG"", ""TCGA-2G-AAKO""]",
ethnicity,TEXT,"The ethnic origination of a participant, independent from race; eg. Not Hispanic or Latino, Hispanic or Latino",[],
hpv_status,TEXT,"Indicates whether the participant has a record of a positive finding for human papillomavirus; e.g. Positive, Negative, Indeterminate",[],
primary_neoplasm_melanoma_dx,TEXT,"Indicates whether a person had a primary diagnosis of melanoma; e.g. Yes, No",[],
other_malignancy_anatomic_site,TEXT,"The site on the body where the other malignancy occurred; e.g. Bladder, Uterus, etc.",[],
neoplasm_histologic_grade,TEXT,"Rating which expresses the degree of abnormality of cancer cells, a measure of differentiation and aggressiveness; e.g. G1, G2, G3, G4",[],
pathologic_M,TEXT,"The pathologic M score is a rating of metastasis, that is, how much cancer has spread to distant sites. It is based on surgery or biopsy; e.g. MX, M0, M1",[],
year_of_tobacco_smoking_onset,NUMBER,Four-digit year that the participant started smoking; e.g. 2010,[],
gender,TEXT,"Participant gender; e.g. Male, Female",[],
bcr,TEXT,"Biospecimen Core Resource; e.g. Nationwide Children's Hospital, Washington University",[],
other_dx,TEXT,"Indicator and type of other diagnosis; e.g. No; Yes, History of Prior Malignancy; Yes, History of Synchronous/Bilateral Malignancy; Both History of Synchronous/Bilateral and Prior Malignancy",[],
colorectal_cancer,TEXT,"Indicates whether the participant has colorectal cancer; e.g. Yes, No",[],
days_to_last_known_alive,NUMBER,"Number of days from the date of diagnosis to the last day on which a person was known to be alive. This field is a combination of the days_to_last_followup and days_to death fields. Therefore, this field can be used whether the vital_status is 'alive' or 'dead'.",[],
number_of_lymphnodes_positive_by_he,TEXT,The number of lymph nodes involved with disease as determined by histological examination,[],
psa_value,TEXT,A male participant's Prostrate-Specific Antigen (PSA) value,[],
person_neoplasm_cancer_status,TEXT,"The participant's cancer status; e.g. With Tumor, Tumor Free",[],
clinical_stage,TEXT,"The stage of the cancer, based on results of tests done before surgery, such as physical exams and imaging scans; e.g. Stage I, Stage II, Stage III, Stage IV",[],
age_began_smoking_in_years,TEXT,"Age, in years, that the participant began smoking",[],
clinical_M,TEXT,"The clinical M score is a rating of metastasis, that is, how much cancer has spread to distant sites. It is based on results of tests done before surgery, such as physical exams and imaging scans; e.g. MX, M0, M1",[],
history_of_colon_polyps,TEXT,"Indicator if the participant had a previous history of colon polyps as noted in the history/physical or previous endoscopic report(s); e.g. Yes, No",[],
gleason_score_combined,TEXT,The Gleason Score (ranging from 1 -5) is the grade of the aggressiveness of prostate cancer. The combined Gleason Score is the primary Gleason score  (for the largest area of the tumor) added to the secondary Gleason Score (for the next largest section of the tumor).,[],
program_name,TEXT,"Program Name, always TCGA (The Cancer Genome Atlas) in this table.","[""TCGA""]",
vital_status,TEXT,"Survival state of the participant; e.g. dead, alive",[],
disease_code,TEXT,"A code representing the type of cancer. Values can be found at https://gdc.cancer.gov/resources-TCGA-users/TCGA-code-tables/TCGA-study-abbreviations; e.g. OV, GBM, LUAD","[""TGCT""]",
clinical_T,TEXT,"The clinical T score is a rating of the extent of the primary tumor, based on results of tests done before surgery, such as physical exams and imaging scans; e.g. T1, T2, T3, T4",[],
project_short_name,TEXT,"Project name abbreviation; the program name appended with a project name abbreviation; e.g. TCGA-OV, etc.","[""TCGA-TGCT""]",
number_pack_years_smoked,NUMBER,The number of packs smoked per day times the number of years smoked by the participant,[],
new_tumor_event_after_initial_treatment,BOOLEAN,"Indicates whether a patient has had a new tumor event after initial treatment; Yes, No",[],
age_at_diagnosis,NUMBER,"Age, in years, at which a condition or disease was first diagnosed",[],
histological_type,TEXT,"The histological type of cancer; e.g. Adenosquamous, Astrocytoma, etc.",[],
icd_o_3_histology,TEXT,"Code that represents the histology of the disease using the third edition of the International Classification of Diseases for Oncology, published in 2000, used principally in tumor and cancer registries for coding the site (topography) and the histology (morphology) of neoplasms",[],
menopause_status,TEXT,"A female participant's menopausal status; e.g. Post, Pre, Indeterminate, Peri",[],
batch_number,NUMBER,The BCR Batch Code; see https://gdc.cancer.gov/resources-TCGA-users/TCGA-code-tables/bcr-batch-codes for explanation of the codes,[],
pathologic_T,TEXT,"The pathologic T score is a rating of the extent of the primary tumor, based on surgery or biopsy; e.g. T1, T2, T3, T4",[],
tss_code,TEXT,Tissue Source Site Code; see https://gdc.cancer.gov/resources-TCGA-users/TCGA-code-tables/tissue-source-site-codes for explanation of codes,[],
pathologic_N,TEXT,"The pathologic N score is a rating of the extent of cancer within nearby lymph nodes, based on surgery or biopsy; e.g. N1, N2, N3",[],
