column_name,column_type,column_description,sample_value,ref_key
associated_entities__entity_submitter_id,TEXT,Submitter id for associated entity(ies),"[""TCGA-ZC-AAAA-01A-11R-A42U-13"", ""TCGA-ZB-A96H-01A-11R-A42U-13"", ""TCGA-ZB-A96E-01A-11R-A42U-13""]",
program_dbgap_accession_number,TEXT,"Program dbGaP accession number, eg phs000178","[""phs000178""]",
archive_revision,NUMBER,Archive revision number,[1],
center_short_name,TEXT,"Center abbreviation, eg WUSM","[""BCGSC""]",
metadata_file_name,TEXT,Name of GDC metadata file,"[""bcgsc.ca_THYM.IlluminaHiSeq_miRNASeq.mage-tab.1.2.0.tar.gz""]",
project_dbgap_accession_number,TEXT,"Program dbGaP accession number, eg phs000180",[],
metadata_file_id,TEXT,GDC file UUID for metadata (eg mage-tab) file,"[""071f7a89-4f60-471b-a0f7-c25dc9153764""]",
associated_entities__entity_gdc_id,TEXT,GDC entity uuid for associated entity(ies),"[""7c74fb11-4786-48fd-8d3b-1b023b93efe4"", ""b12158a4-c5f7-499a-8ea0-d60cfa87dc0d"", ""de5c0789-293f-4e92-8caa-792344a9db20""]",
created_datetime,TEXT,"Timestamp of creation, eg 2016-10-27T21:58:12.297090-05:05","[""2016-03-25T06:32:27.026159-05:00""]",
updated_datetime,TEXT,"Timestamp of latest update, eg 2017-03-04T16:37:26.081298-06:00","[""2017-03-05T17:56:42.163264-06:00"", ""2017-03-05T09:28:11.866514-06:00"", ""2017-05-24T16:43:43.055960-05:00""]",
index_file_gdc_id,TEXT,"Where available, GDC file uuid for index file ",[],
access,TEXT,Data accessibility policy (open or controlled),"[""open""]",
data_type,TEXT,"Experimental source of the data type, eg Tissue slide image, RNA-Seq","[""miRNA isoform quantification""]",
platform,TEXT,"Platform used to generate this data, eg  Illumina  , or  Affymetrix SNP 6.5","[""Illumina HiSeq""]",
program_name,TEXT,"Program name, eg TCGA or TARGET","[""TCGA""]",
archive_gdc_id,TEXT,GDC archive UUID,"[""661579a0-7eb0-4b04-adf8-f573efabbfd7""]",
index_file_size,NUMBER,"Where available, size of the index file in bytes ",[],
