column_name,column_type,column_description,sample_value,ref_key
analysis_input_file_gdc_ids,TEXT,GDC file UUIDs for input file(s),"[""399c81ea-a72a-4e5f-a641-2181ee3b8cb3"", ""aa2a9f8a-3734-4e81-bfc0-52520d3ff97e"", ""e9add8d7-16ea-4b55-b00a-0606c2d0da00""]",
file_state,TEXT,File state -- either live or submitted,"[""released""]",
file_submitter_id,TEXT,Original submitter file id (eg CGHub analysis_id),"[""f92ef89d-6640-4072-bd48-8a600a23f2c7_uqfpkm"", ""124a7367-b421-44e3-8bc5-ea83b2a23230_count"", ""697765d3-db71-4b25-b891-20751e368c24_count""]",
file_gdc_id,TEXT,Unique GDC identifier for this file (corresponds to the file_barcode)  --  this can be used to access more information from the GDC data portal like this: https://portal.gdc.cancer.gov/files/c21b332c-06c6-4403-9032-f91c8f407ba4,"[""57600f8b-0532-436d-8b1a-4cd7a487644f"", ""bdfb5694-853a-4e2b-9cb8-188e9045bc24"", ""797bad85-f39e-4511-8e45-e6323c682af4""]",
analysis_workflow_type,TEXT,Workflow name eg  STAR 2-Pass  ,"[""HTSeq - FPKM-UQ"", ""HTSeq - Counts""]",
archive_state,TEXT,Archive state,[],
associated_entities__entity_gdc_id,TEXT,GDC entity uuid for associated entity(ies),"[""a9b6809c-251b-48ed-bdf4-bbbcf357a97c"", ""4860a956-053a-491c-ac19-a5a34bcf7ece"", ""d4da3144-9c83-4f5e-b8df-ae118f2c0469""]",
program_dbgap_accession_number,TEXT,"Program dbGaP accession number, eg phs000178","[""phs000178""]",
file_size,NUMBER,The size of the file measured in bytes,"[514699, 256216, 255812]",
archive_revision,NUMBER,Archive revision number,[],
file_name,TEXT,Name of file at the GDC,"[""f92ef89d-6640-4072-bd48-8a600a23f2c7.FPKM-UQ.txt.gz"", ""124a7367-b421-44e3-8bc5-ea83b2a23230.htseq.counts.gz"", ""697765d3-db71-4b25-b891-20751e368c24.htseq.counts.gz""]",
created_datetime,TEXT,"Timestamp of creation, eg 2016-10-27T21:58:12.297090-05:10","[""2016-05-30T18:29:43.093778-05:00"", ""2016-05-30T18:31:42.886897-05:00"", ""2016-05-30T18:36:52.364888-05:00""]",
platform,TEXT,"Platform used to generate this data, eg  Illumina  , or  Affymetrix SNP 6.10",[],
archive_gdc_id,TEXT,GDC archive UUID,[],
file_id,TEXT,GDC file identifier. This is a duplicate of file_gdc_id field found in some tables. ,"[""57600f8b-0532-436d-8b1a-4cd7a487644f"", ""bdfb5694-853a-4e2b-9cb8-188e9045bc24"", ""797bad85-f39e-4511-8e45-e6323c682af4""]",
project_name,TEXT,Project Name; frequently the same as or similar to the project disease type eg   Acute Lymphoblastic Leukemia - Phase II   or   Breast Invasive Carcinoma   etc,"[""Thymoma""]",
downstream_analyses__workflow_type,TEXT,"Name of GDC workflow, eg VarScan2 Annotation (if applicable, NULL where no information is available)",[],
dbName,TEXT,"Referring to the default/main database at the GDC. In this table, this field is always current.","[""active""]",
archive_submitter_id,TEXT,"Original archive submitter name, eg  nationwidechildrens.org_BRCA.bio.Level_1.56",[],
experimental_strategy,TEXT,"Experimental strategy used to generate data (where applicable) e.g. WXS, RNA-Seq","[""RNA-Seq""]",
md5sum,TEXT,Md5sum for GDC data file,"[""d86eb763500c67e8c85102034a2f3109"", ""782a4de4c3d49a376bb347a938939f66"", ""44a150e5d6e003aa947d07fd46cb1cb7""]",
downstream_analyses__output_file_gdc_ids,TEXT,Semicolon-separated list of GDC file UUIDs,[],
program_name,TEXT,"Program name, eg TCGA or TARGET","[""TCGA""]",
file_type,TEXT,"File Type  -- eg aligned_reads, simple_somatic_mutation, gene_expression, etc","[""gene_expression""]",
index_file_gdc_id,TEXT,"Where available, GDC file uuid for index file ",[],
associated_entities__entity_submitter_id,TEXT,Submitter id for associated entity(ies),"[""TCGA-4X-A9FA-01A-11R-A42C-07"", ""TCGA-ZB-A96C-01A-11R-A42S-07"", ""TCGA-XM-A8RE-01A-11R-A42C-07""]",
access,TEXT,Data accessibility policy (open or controlled),"[""open""]",
data_format,TEXT,"File format of the underlying data, eg BCR XML, BAM","[""TXT""]",
associated_entities__case_gdc_id,TEXT,GDC case uuid for associated case(s),"[""96e5c81e-8edb-4e6c-84fc-f127142f2835"", ""9b116a89-ba1a-4b7f-bcc6-2dcd950269ec"", ""a4f4c331-97a3-48c4-aa3e-27304c1eb611""]",
project_dbgap_accession_number,TEXT,"Program dbGaP accession number, eg phs000188",[],
