column_name,column_type,column_description,sample_value,ref_key
names,VARIANT,Alternate base.,"[""[]""]",
CIPOS,VARIANT,List of failed filters (if any) or PASS indicating the variant has passed all filters.,"[""[]""]",
start_position,NUMBER,Start position (0-based). Corresponds to the first base of the string of reference bases.,"[29174203, 29169192, 34475806]",
call,VARIANT,Variant names (e.g. RefSNP ID).,[],
reference_name,TEXT,Reference name.,"[""21""]",
CIEND,VARIANT,Phred-scaled quality score (-10log10 prob(call is wrong)). Higher values imply better quality.,"[""[]""]",
SVLEN,VARIANT,Name of the call.,"[""[]""]",
AN,NUMBER,Confidence interval around END for imprecise variants,[5070],
quality,FLOAT,Total number of alternate alleles in called genotypes,[100.0],
alternate_bases,VARIANT,One record for each alternate base (if any).,"[""[\n  {\n    \""AC\"": 1,\n    \""AF\"": 1.972390000000000e-04,\n    \""alt\"": \""A\""\n  }\n]"", ""[\n  {\n    \""AC\"": 71,\n    \""AF\"": 1.400390000000000e-02,\n    \""alt\"": \""A\""\n  }\n]"", ""[\n  {\n    \""AC\"": 1,\n    \""AF\"": 1.972390000000000e-04,\n    \""alt\"": \""T\""\n  }\n]""]",
end_position,NUMBER,"End position, in 1-based integer coordinates","[29174204, 29169193, 34475807]",
filter,VARIANT,"Estimated allele frequency in the range (0,1)","[""[\n  \""PASS\""\n]""]",
IMPRECISE,BOOLEAN,One record for each call.,[],
SVTYPE,TEXT,"Genotype of the call ""-1"" is used in cases where the genotype is not called.",[],
reference_bases,TEXT,Reference bases.,"[""G"", ""A""]",
NS,NUMBER,"Phaseset of the call (if any). ""*"" is used in cases where the genotype is phased, but no phase set (""PS"" in FORMAT) was specified.",[2535],
