column_name,column_type,column_description,sample_value,ref_key
case_barcode,TEXT,"Original TCGA case barcode, eg TCGA-DX-A8BN","[""TCGA-01-0628""]",
chromosome,TEXT,"Chromosome, possible values: chr1-22, and chrX","[""12"", ""6"", ""21""]",
segment_mean,FLOAT,"Mean CN value for this segment -- the value is base2 log(CN/2), centered at 0.","[-1.4563, -1.3258, 0.0183]",
sample_gdc_id,TEXT,"Unique GDC identifier for this sample (corresponds to the sample_barcode), eg a1ec9279-c1a6-4e58-97ed-9ec1f36187c5  --  this can be used to access more information from the GDC data portal","[""2a91428d-7099-4635-b059-9e5bad09b68a""]",
num_probes,NUMBER,Number of probes in the SNP array used to infer this CN segment,"[2, 15678, 4]",
aliquot_gdc_id,TEXT,"Unique GDC identifier for this aliquot (corresponds to the aliquot_barcode), eg 7fbfdb3e-1fd2-4206-8d2e-7f68e4a15844  --  this can be used to access more information from the GDC data portal","[""1592cfef-f2b8-48f5-b61d-9c467b608671""]",
end_pos,NUMBER,1-based end chromosome position of isoform,"[42366732, 147162833, 46262057]",
sample_barcode,TEXT,"TCGA sample barcode, eg TCGA-12-1089-01A. One sample may have multiple sets of CN segmentations corresponding to multiple aliquots; use GROUP BY appropriately in queries","[""TCGA-01-0628-11A""]",
start_pos,NUMBER,1-based start chromosome position of isoform,"[42365129, 147162105, 21610253]",
case_gdc_id,TEXT,Unique GDC identifier for this case (corresponds to the case_barcode).  Can be used to access more information from the GDC data portal like this:   https://portal.gdc.cancer.gov/files/c21b332c-06c6-4403-9032-f91c8f407ba10,"[""f88560c8-3475-47f2-9d48-4b8311bc1132""]",
aliquot_barcode,TEXT,"TCGA aliquot barcode, eg TCGA-12-1089-01A-01D-0517-02","[""TCGA-01-0628-11A-01D-0356-01""]",
project_short_name,TEXT,"Project name abbreviation; the program name appended with a project name abbreviation; e.g. TCGA-OV, etc.","[""TCGA-OV""]",
file_gdc_id,TEXT,Unique GDC identifier for this file (corresponds to the file_barcode)  --  this can be used to access more information from the GDC data portal like this: https://portal.gdc.cancer.gov/files/c21b332c-06c6-4403-9032-f91c8f407ba17,"[""d09a6e75-b4c8-4575-afe4-d08b8ce33c2d""]",
