column_name,column_type,column_description,sample_value,ref_key
DATA_SOURCE,ARRAY,Source of the data.,"[""[\n  \""US Department of Transportation (DOT)\""\n]"", ""[\n  \""US Census Bureau (CB)\""\n]"", ""[\n  \""Bank for International Settlements (BIS)\""\n]""]",
LICENSE_URL,ARRAY,Array of URLs that provide the licensing for the data sources in this table.,"[""[\n  \""https://www.transportation.gov/data\""\n]"", ""[\n  \""https://www.census.gov/data/developers/about/terms-of-service.html\""\n]"", ""[\n  \""https://www.bis.org/terms_statistics.htm\""\n]""]",
CREATED_DATE,DATE,Date for the table's addition to the Snowflake Marketplace.,"[""2024-07-29"", ""2023-10-02"", ""2023-11-22""]",
LISTING_NAME,ARRAY,Human-readable name of listing(s) associated with table.,"[""[\n  \""Global Government\"",\n  \""Financials & Economics: Enterprise \""\n]"", ""[\n  \""Finance & Economics\"",\n  \""Financials & Economics: Enterprise \""\n]""]",
TABLE_NAME_PROPER,TEXT,Human-readable table name.,"[""Aircraft Carrier Index"", ""American Community Survey (ACS) Population Attributes"", ""BIS International Financial Statistics Attributes""]",
LAST_UPDATED_TIMESTAMP,TIMESTAMP_TZ,Timestamp for the table's last update or modification.,"[""2024-08-19 22:26:27.018000+00:00"", ""2024-03-18 19:25:40.494000+00:00"", ""2024-08-29 09:01:48.214000+00:00""]",
DESCRIPTION,TEXT,"Details on the source of the data, the table, and what is included in the table.","[""The Aircraft Carrier Index table provides a list of airline carriers, including their unique identification codes, names, and key operational details."", ""Population variables covering demographic, social, economic, and housing trends in the US, releasing 1-year and 5-year estimates annually.\n\nThe US Census Bureau's American Community Survey (ACS) is an annual survey based on a subset of the population (unlike the decennial census, which aims to count every individual). The ACS provides data at various geographic levels. They provide 1-year and 5-year estimates on a rolling basis (e.g., a 5-year estimate in 2022 would be based on data collected between January 1, 2018 and December 31, 2022). 1-year estimates are available for areas with populations of 65,000+. 5-year estimates are available for all areas.\n\nProvides a wide format breakdown of variables included in the american_community_survey_timeseries table. The ACS Series ID is provided for reference."", ""Financial variables on international property prices, central bank policy rates, banking activities and risks, credit availabity to the non-financial sector, liquidity, and consumer prices from the BIS, a central bank for other central banks.\n\nThe Bank for International Settlements (BIS) is an international financial organization that provides data series on Property Prices (real estate market trends), Central Bank Policy Rates (global monetary policy), Locational and Consolidated Banking Statistics (international banking activities and risks), Credit to the Non-Financial Sector (credit availability), Global Liquidity Indicators, and Consumer Prices (inflationary activity).\n\nProvides a wide format breakdown of variables included in the bank_for_international_settlements_timeseries table. The BIS Series ID is provided for reference.""]",
TABLE_TYPE,TEXT,Cybersyn table type as part of the unified schema.,"[""index"", ""attributes"", ""timeseries""]",
SELECT_RELATED_TABLES,ARRAY,Array of tables that you can join based on the entity and variable relationships; not an exhaustive list.,"[""[\n  \""us_department_of_transportation_timeseries\""\n]"", ""[\n  \""american_community_survey_timeseries\""\n]"", ""[\n  \""bank_for_international_settlements_timeseries\"",\n  \""geography_index\"",\n  \""fx_rates_timeseries\""\n]""]",
DOCUMENTATION_URL,TEXT,URL of the documentation associated with the table.,"[""https://docs.cybersyn.com/public-domain-sources/us-census-bureau"", ""https://docs.cybersyn.com/public-domain-sources/bank-for-international-settlements"", ""https://docs.cybersyn.com/public-domain-sources/us-bureau-of-labor-statistics""]",
SHORT_DESCRIPTION,TEXT,"Summarized details on the source of the data, the table, and what is included in the table.","[""List of airline carriers, including their unique identification codes, names, and key operational details."", ""Population variables covering demographic, social, economic, and housing trends in the US, releasing 1-year and 5-year estimates annually."", ""Financial variables on international property prices, central bank policy rates, banking activities and risks, credit availabity to the non-financial sector, liquidity, and consumer prices from the BIS, a central bank for other central banks.""]",
DATA_SOURCE_URL,ARRAY,Array of URLs that provide the overview of each of the data sources in this table.,"[""[\n  \""https://www.bts.gov/browse-statistical-products-and-data/bts-publications/data-bank-28ds-t-100-domestic-segment-data\""\n]"", ""[\n  \""https://www.census.gov/programs-surveys/acs/about.html\""\n]"", ""[\n  \""https://www.bis.org/statistics/index.htm?m=205\""\n]""]",
ENTITIES,ARRAY,Array of entities that are included in the table.,"[""[\n  \""geo_id\""\n]""]",
LISTING_URL,ARRAY,URLs of listing(s) associated with table.,"[""[\n  \""https://app.snowflake.com/marketplace/listing/GZTSZAS2KGK\"",\n  \""https://app.snowflake.com/marketplace/listing/GZTSZ290BUX66\""\n]"", ""[\n  \""https://app.snowflake.com/marketplace/listing/GZTSZAS2KF7\"",\n  \""https://app.snowflake.com/marketplace/listing/GZTSZ290BUX66\""\n]""]",
TABLE_NAME,TEXT,Machine-readable table name.,"[""aircraft_carrier_index"", ""american_community_survey_attributes"", ""bank_for_international_settlements_attributes""]",
