column_name,column_type,column_description,sample_value,ref_key
order_metric_collected_time,FLOAT,,"[1.5, 4.07, 0.3]",
order_metric_walking_time,FLOAT,,"[2.53, 7.5, 5.65]",
order_moment_finished,TEXT,,"[""4/23/2021 6:32:38 PM"", ""4/23/2021 5:32:02 PM"", """"]",
order_moment_collected,TEXT,,"[""4/23/2021 5:36:46 PM"", ""4/23/2021 5:11:16 PM"", """"]",
order_created_minute,NUMBER,,[51],
order_metric_production_time,FLOAT,,"[44.1, 15.6, 4.15]",
order_status,TEXT,,"[""FINISHED"", ""CANCELED""]",
order_metric_cycle_time,FLOAT,,"[101.45, 40.43, 25.68]",
order_moment_delivering,TEXT,,"[""4/23/2021 5:53:36 PM"", ""4/23/2021 5:22:20 PM"", """"]",
store_id,NUMBER,,"[1101, 1641, 4329]",
order_id,NUMBER,,"[92076281, 92076409, 92076464]",
order_created_year,NUMBER,,[2021],
order_delivery_fee,FLOAT,,"[14.9, 0.0, 9.9]",
payment_order_id,NUMBER,,"[92076281, 92076409, 92076464]",
order_moment_accepted,TEXT,,"[""4/23/2021 4:51:28 PM"", ""4/23/2021 4:51:36 PM"", """"]",
order_moment_ready,TEXT,,"[""4/23/2021 5:35:16 PM"", ""4/23/2021 5:07:11 PM"", """"]",
channel_id,NUMBER,,"[46, 1, 21]",
order_moment_delivered,TEXT,,"[""""]",
order_created_hour,NUMBER,,[16],
order_delivery_cost,FLOAT,,"[3.77, 5.84, 0.0]",
order_moment_created,TEXT,,"[""4/23/2021 4:51:10 PM"", ""4/23/2021 4:51:36 PM"", ""4/23/2021 4:51:45 PM""]",
order_created_month,NUMBER,,[4],
order_metric_transit_time,FLOAT,,"[39.03, 9.68, 11.43]",
order_created_day,NUMBER,,[23],
delivery_order_id,NUMBER,,"[92076281, 92076409, 92076464]",
order_moment_in_expedition,TEXT,,"[""4/23/2021 5:37:48 PM"", ""4/23/2021 5:14:41 PM"", """"]",
order_amount,FLOAT,,"[78.2, 279.97, 129.49]",
order_metric_expediton_speed_time,FLOAT,,"[18.33, 15.15, 10.1]",
order_metric_paused_time,FLOAT,,"[15.8, 7.65, 4.45]",
