column_name,column_type,column_description,sample_value,ref_key
view_count,TEXT,,[],
owner_display_name,TEXT,,[],
answer_count,TEXT,,[],
accepted_answer_id,TEXT,,[],
creation_date,NUMBER,,"[1289567414273000, 1280773367767000, 1298942026040000]",
last_activity_date,NUMBER,,"[1289576937237000, 1280773367767000, 1298944243913000]",
last_editor_display_name,TEXT,,"[""Roger Pate""]",
body,TEXT,,"[""ADL is argument-dependent lookup, sometimes called Koenig lookup."", ""<p>Emacs Lisp is the extension language for the GNU Emacs text editor, and in fact, most of the functionality of Emacs is implemented using Emacs Lisp.  Users generally customize Emacs' behavior by adding Emacs Lisp statements to their .emacs, or writing separate packages.  A guide to learning Emacs Lisp for non-programmers can be found here.</p>\n\n<p>Emacs Lisp differs from most other lisps in two main ways:</p>\n\n<p>It has special features for scanning and parsing text, </p>"", ""<p><a href=\""http://api.jquery.com/jQuery.ajax/\"" rel=\""nofollow\"">See more here</a> (scroll to <strong>dataFilter</strong>)</p>""]",
comment_count,NUMBER,,[0],
score,NUMBER,,[0],
post_type_id,NUMBER,,[3],
title,TEXT,,[],
tags,TEXT,,[],
parent_id,TEXT,,[],
community_owned_date,NUMBER,,[],
last_editor_user_id,NUMBER,,"[6148.0, 7173.0, 638471.0]",
owner_user_id,NUMBER,,[-1],
last_edit_date,NUMBER,,"[1289576937237000, 1280773367767000, 1298944243913000]",
id,NUMBER,,"[4164934, 3625171, 3625172]",
favorite_count,TEXT,,[],
